Year,offense_code,Offense,Age,Count,Age Category,Genre
2000,ASR_ROB,Robbery,m_13_14,4600,13 or 14 year old,Male
2000,ASR_RUN,Runaway,f_10_12,3212,10 to 12 year old,Female
2000,ASR_RUN,Runaway,f_0_9,426,0 to 9 year old,Female
2000,ASR_VAG,Vagrancy,f_10_12,29,10 to 12 year old,Female
1999,ASR_AST_SMP,Simple Assault,m_13_14,31703,13 or 14 year old,Male
1999,ASR_AST_SMP,Simple Assault,m_17,23736,17 year old,Male
1999,ASR_BRG,Burglary,m_16,13214,16 year old,Male
2014,ASR_SUS,Suspicion,m_0_9,5,0 to 9 year old,Male
2014,ASR_VAG,Vagrancy,f_15,31,15 year old,Female
2014,ASR_VAN,Vandalism,m_0_9,680,0 to 9 year old,Male
2014,ASR_WEAP,Weapons,m_10_12,1270,10 to 12 year old,Male
2013,ASR_DIS,Disorderly Conduct,f_16,5408,16 year old,Female
2013,ASR_DRK,Drunkenness,f_13_14,238,13 or 14 year old,Female
2013,ASR_DUI,Drive Under the Influence,f_13_14,30,13 or 14 year old,Female
2013,ASR_EMB,Embezzlement,m_10_12,6,10 to 12 year old,Male
2013,ASR_FAM,Offenses Against the Family and Children,f_17,178,17 year old,Female
2013,ASR_FRD,Fraud,m_10_12,113,10 to 12 year old,Male
2013,ASR_FRD,Fraud,f_16,304,16 year old,Female
2013,ASR_RPE,Rape,m_10_12,253,10 to 12 year old,Male
2013,ASR_STP,Stolen Property,m_13_14,1381,13 or 14 year old,Male
2013,ASR_STP,Stolen Property,m_0_9,15,0 to 9 year old,Male
2013,ASR_VAG,Vagrancy,m_15,126,15 year old,Male
2013,ASR_VAN,Vandalism,f_17,1334,17 year old,Female
2013,ASR_WEAP,Weapons,m_17,4090,17 year old,Male
2012,ASR_AST,Aggravated Assault,f_0_9,40,0 to 9 year old,Female
2012,ASR_DRG,Drug Abuse Violations,m_17,38043,17 year old,Male
2012,ASR_DRG,Drug Abuse Violations,m_0_9,103,0 to 9 year old,Male
2012,ASR_DRK,Drunkenness,m_13_14,531,13 or 14 year old,Male
2012,ASR_DRK,Drunkenness,f_16,545,16 year old,Female
2012,ASR_FRD,Fraud,f_10_12,32,10 to 12 year old,Female
2012,ASR_LIQ,Liquor Laws,m_16,11269,16 year old,Male
2012,ASR_MVT,Motor Vehicle Theft,f_13_14,371,13 or 14 year old,Female
2012,ASR_PRS,Prostitution and Commercialized Vice,f_13_14,23,13 or 14 year old,Female
2012,ASR_PRS,Prostitution and Commercialized Vice,m_16,47,16 year old,Male
2012,ASR_ROB,Robbery,f_13_14,351,13 or 14 year old,Female
2012,ASR_RPE,Rape,m_10_12,191,10 to 12 year old,Male
2012,ASR_SEX,Sex Offenses,f_16,153,16 year old,Female
2012,ASR_STP,Stolen Property,f_10_12,76,10 to 12 year old,Female
2012,ASR_VAG,Vagrancy,f_10_12,18,10 to 12 year old,Female
2011,ASR_AST,Aggravated Assault,f_13_14,2054,13 or 14 year old,Female
2011,ASR_AST_SMP,Simple Assault,f_10_12,4446,10 to 12 year old,Female
2011,ASR_AST_SMP,Simple Assault,f_15,10952,15 year old,Female
2011,ASR_AST_SMP,Simple Assault,m_16,20443,16 year old,Male
2011,ASR_AST_SMP,Simple Assault,m_15,17870,15 year old,Male
2011,ASR_CUR,Curfew and Loitering Law Violations,f_15,4146,15 year old,Female
2011,ASR_EMB,Embezzlement,m_17,122,17 year old,Male
2011,ASR_MAN,Manslaughter by Negligence,m_17,24,17 year old,Male
2011,ASR_OTH,All Other Offenses,f_15,12109,15 year old,Female
2005,ASR_LIQ,Liquor Laws,f_0_9,30,0 to 9 year old,Female
2005,ASR_MVT,Motor Vehicle Theft,m_17,6480,17 year old,Male
2005,ASR_PRS,Prostitution and Commercialized Vice,f_13_14,112,13 or 14 year old,Female
2005,ASR_ROB,Robbery,m_0_9,65,0 to 9 year old,Male
2005,ASR_STP,Stolen Property,f_0_9,13,0 to 9 year old,Female
2005,ASR_VAG,Vagrancy,f_16,243,16 year old,Female
2005,ASR_VAN,Vandalism,m_0_9,1629,0 to 9 year old,Male
2004,ASR_AST,Aggravated Assault,m_16,7632,16 year old,Male
2004,ASR_AST_SMP,Simple Assault,m_10_12,15962,10 to 12 year old,Male
2004,ASR_AST_SMP,Simple Assault,f_13_14,20021,13 or 14 year old,Female
2004,ASR_DRG,Drug Abuse Violations,m_15,20584,15 year old,Male
2004,ASR_GAM,Gambling,f_13_14,9,13 or 14 year old,Female
2004,ASR_GAM,Gambling,m_15,207,15 year old,Male
2004,ASR_LIQ,Liquor Laws,f_13_14,4424,13 or 14 year old,Female
2004,ASR_LIQ,Liquor Laws,m_0_9,104,0 to 9 year old,Male
2004,ASR_PRS,Prostitution and Commercialized Vice,f_10_12,5,10 to 12 year old,Female
2004,ASR_PRS,Prostitution and Commercialized Vice,m_0_9,4,0 to 9 year old,Male
2004,ASR_PRS,Prostitution and Commercialized Vice,m_15,50,15 year old,Male
2004,ASR_SEX,Sex Offenses,f_17,161,17 year old,Female
2004,ASR_STP,Stolen Property,m_17,4257,17 year old,Male
2004,ASR_SUS,Suspicion,m_17,134,17 year old,Male
2004,ASR_WEAP,Weapons,f_0_9,30,0 to 9 year old,Female
2004,ASR_WEAP,Weapons,m_16,5722,16 year old,Male
2004,ASR_WEAP,Weapons,m_17,6979,17 year old,Male
2003,ASR_AST,Aggravated Assault,f_0_9,74,0 to 9 year old,Female
2003,ASR_AST_SMP,Simple Assault,f_17,10410,17 year old,Female
2003,ASR_CUR,Curfew and Loitering Law Violations,m_15,15444,15 year old,Male
2003,ASR_FOR,Forgery and Counterfeiting,m_10_12,44,10 to 12 year old,Male
2003,ASR_FOR,Forgery and Counterfeiting,f_10_12,14,10 to 12 year old,Female
2003,ASR_LIQ,Liquor Laws,f_0_9,31,0 to 9 year old,Female
2003,ASR_LIQ,Liquor Laws,m_16,19106,16 year old,Male
2003,ASR_LRC,Larceny,f_13_14,27018,13 or 14 year old,Female
2003,ASR_MVT,Motor Vehicle Theft,m_15,6212,15 year old,Male
2003,ASR_VAN,Vandalism,m_10_12,9048,10 to 12 year old,Male
2002,ASR_AST,Aggravated Assault,m_16,7820,16 year old,Male
2002,ASR_BRG,Burglary,f_13_14,2103,13 or 14 year old,Female
2002,ASR_DRG,Drug Abuse Violations,f_13_14,4384,13 or 14 year old,Female
2002,ASR_DRK,Drunkenness,m_15,1587,15 year old,Male
1999,ASR_DRG,Drug Abuse Violations,m_10_12,2001,10 to 12 year old,Male
1999,ASR_EMB,Embezzlement,f_10_12,2,10 to 12 year old,Female
1999,ASR_LRC,Larceny,m_10_12,20917,10 to 12 year old,Male
1999,ASR_STP,Stolen Property,m_13_14,3616,13 or 14 year old,Male
1999,ASR_VAG,Vagrancy,m_0_9,18,0 to 9 year old,Male
1999,ASR_VAN,Vandalism,m_13_14,19580,13 or 14 year old,Male
1999,ASR_VAN,Vandalism,m_16,14617,16 year old,Male
1999,ASR_WEAP,Weapons,m_17,7756,17 year old,Male
2004,ASR_FOR,Forgery and Counterfeiting,f_15,162,15 year old,Female
2004,ASR_GAM,Gambling,m_16,327,16 year old,Male
2004,ASR_LRC,Larceny,f_13_14,28659,13 or 14 year old,Female
2004,ASR_MAN,Manslaughter by Negligence,f_16,6,16 year old,Female
2004,ASR_ROB,Robbery,f_0_9,7,0 to 9 year old,Female
2004,ASR_SEX,Sex Offenses,f_0_9,40,0 to 9 year old,Female
2004,ASR_SUS,Suspicion,m_13_14,91,13 or 14 year old,Male
2004,ASR_WEAP,Weapons,f_17,578,17 year old,Female
2003,ASR_DIS,Disorderly Conduct,m_10_12,11385,10 to 12 year old,Male
2003,ASR_DRG,Drug Abuse Violations,m_15,20942,15 year old,Male
2003,ASR_DUI,Drive Under the Influence,f_16,828,16 year old,Female
2003,ASR_DUI,Drive Under the Influence,m_17,8453,17 year old,Male
2003,ASR_DUI,Drive Under the Influence,m_0_9,101,0 to 9 year old,Male
2003,ASR_MVT,Motor Vehicle Theft,f_17,1098,17 year old,Female
2003,ASR_PRS,Prostitution and Commercialized Vice,f_15,133,15 year old,Female
2003,ASR_ROB,Robbery,m_16,4480,16 year old,Male
2003,ASR_WEAP,Weapons,m_15,4754,15 year old,Male
2002,ASR_ARSON,Arson,f_16,81,16 year old,Female
2002,ASR_ARSON,Arson,m_17,573,17 year old,Male
2002,ASR_CUR,Curfew and Loitering Law Violations,f_17,5779,17 year old,Female
2002,ASR_DIS,Disorderly Conduct,f_10_12,4184,10 to 12 year old,Female
2016,ASR_ARSON,Arson,f_10_12,54,10 to 12 year old,Female
2016,ASR_AST_SMP,Simple Assault,f_10_12,3353,10 to 12 year old,Female
2016,ASR_FAM,Offenses Against the Family and Children,m_17,398,17 year old,Male
2016,ASR_FOR,Forgery and Counterfeiting,m_15,90,15 year old,Male
2016,ASR_GAM,Gambling,m_0_9,3,0 to 9 year old,Male
2016,ASR_HOM,Murder and Nonnegligent Homicide,m_17,306,17 year old,Male
2016,ASR_LRC,Larceny,m_0_9,385,0 to 9 year old,Male
2016,ASR_MVT,Motor Vehicle Theft,m_10_12,242,10 to 12 year old,Male
2016,ASR_PRS,Prostitution and Commercialized Vice,m_10_12,2,10 to 12 year old,Male
2016,ASR_STP,Stolen Property,f_13_14,318,13 or 14 year old,Female
2016,ASR_SUS,Suspicion,m_15,12,15 year old,Male
2015,ASR_DRG,Drug Abuse Violations,f_16,4234,16 year old,Female
2015,ASR_DRG,Drug Abuse Violations,m_17,27175,17 year old,Male
2015,ASR_DRG,Drug Abuse Violations,m_0_9,64,0 to 9 year old,Male
2015,ASR_DUI,Drive Under the Influence,f_0_9,3,0 to 9 year old,Female
2015,ASR_FAM,Offenses Against the Family and Children,m_16,355,16 year old,Male
2015,ASR_FRD,Fraud,f_13_14,185,13 or 14 year old,Female
2008,ASR_ROB,Robbery,m_10_12,613,10 to 12 year old,Male
2008,ASR_RUN,Runaway,f_16,13123,16 year old,Female
2008,ASR_SEX,Sex Offenses,m_0_9,221,0 to 9 year old,Male
2007,ASR_BRG,Burglary,m_13_14,12748,13 or 14 year old,Male
2007,ASR_DIS,Disorderly Conduct,m_15,21183,15 year old,Male
2007,ASR_EMB,Embezzlement,m_17,457,17 year old,Male
2007,ASR_FOR,Forgery and Counterfeiting,m_0_9,18,0 to 9 year old,Male
2007,ASR_LIQ,Liquor Laws,f_17,17203,17 year old,Female
2007,ASR_OTH,All Other Offenses,f_15,17618,15 year old,Female
2007,ASR_PRS,Prostitution and Commercialized Vice,f_0_9,10,0 to 9 year old,Female
2007,ASR_ROB,Robbery,m_13_14,4325,13 or 14 year old,Male
2007,ASR_ROB,Robbery,f_0_9,7,0 to 9 year old,Female
2007,ASR_RPE,Rape,m_16,599,16 year old,Male
2007,ASR_RUN,Runaway,m_15,9648,15 year old,Male
2007,ASR_STP,Stolen Property,m_15,2888,15 year old,Male
2006,ASR_ARSON,Arson,m_10_12,1026,10 to 12 year old,Male
2006,ASR_CUR,Curfew and Loitering Law Violations,f_17,6924,17 year old,Female
2006,ASR_DRG,Drug Abuse Violations,m_13_14,15652,13 or 14 year old,Male
2006,ASR_DUI,Drive Under the Influence,m_0_9,181,0 to 9 year old,Male
2006,ASR_EMB,Embezzlement,f_16,141,16 year old,Female
2006,ASR_EMB,Embezzlement,m_17,355,17 year old,Male
2006,ASR_FAM,Offenses Against the Family and Children,m_10_12,188,10 to 12 year old,Male
2006,ASR_MVT,Motor Vehicle Theft,f_17,972,17 year old,Female
2006,ASR_RUN,Runaway,f_17,7038,17 year old,Female
2006,ASR_SUS,Suspicion,m_16,70,16 year old,Male
2006,ASR_VAN,Vandalism,f_10_12,1269,10 to 12 year old,Female
2006,ASR_WEAP,Weapons,m_17,8289,17 year old,Male
2005,ASR_AST_SMP,Simple Assault,m_13_14,35807,13 or 14 year old,Male
2005,ASR_AST_SMP,Simple Assault,f_0_9,399,0 to 9 year old,Female
2005,ASR_DUI,Drive Under the Influence,m_16,2586,16 year old,Male
2015,ASR_LIQ,Liquor Laws,m_15,2994,15 year old,Male
2015,ASR_OTH,All Other Offenses,f_16,9254,16 year old,Female
2015,ASR_RUN,Runaway,f_0_9,101,0 to 9 year old,Female
2015,ASR_RUN,Runaway,m_0_9,242,0 to 9 year old,Male
2015,ASR_SUS,Suspicion,f_0_9,1,0 to 9 year old,Female
2015,ASR_VAG,Vagrancy,m_10_12,30,10 to 12 year old,Male
2015,ASR_VAN,Vandalism,f_16,1138,16 year old,Female
2015,ASR_VAN,Vandalism,f_0_9,65,0 to 9 year old,Female
2014,ASR_ARSON,Arson,m_15,360,15 year old,Male
2014,ASR_CUR,Curfew and Loitering Law Violations,f_16,3105,16 year old,Female
2014,ASR_LIQ,Liquor Laws,f_13_14,1744,13 or 14 year old,Female
2014,ASR_LIQ,Liquor Laws,f_16,4729,16 year old,Female
2014,ASR_MAN,Manslaughter by Negligence,m_10_12,1,10 to 12 year old,Male
2014,ASR_MVT,Motor Vehicle Theft,m_0_9,17,0 to 9 year old,Male
2014,ASR_RPE,Rape,m_0_9,23,0 to 9 year old,Male
2014,ASR_SEX,Sex Offenses,m_10_12,844,10 to 12 year old,Male
2014,ASR_SEX,Sex Offenses,f_13_14,283,13 or 14 year old,Female
2014,ASR_STP,Stolen Property,m_17,2198,17 year old,Male
1996,ASR_AST_SMP,Simple Assault,m_0_9,3316,0 to 9 year old,Male
1996,ASR_BRG,Burglary,f_17,1752,17 year old,Female
1996,ASR_BRG,Burglary,f_15,2055,15 year old,Female
1996,ASR_CUR,Curfew and Loitering Law Violations,f_13_14,11272,13 or 14 year old,Female
1996,ASR_CUR,Curfew and Loitering Law Violations,m_16,29141,16 year old,Male
1996,ASR_DUI,Drive Under the Influence,m_17,7491,17 year old,Male
1996,ASR_FOR,Forgery and Counterfeiting,f_16,700,16 year old,Female
1996,ASR_FOR,Forgery and Counterfeiting,f_15,341,15 year old,Female
1996,ASR_FOR,Forgery and Counterfeiting,m_15,597,15 year old,Male
1996,ASR_GAM,Gambling,f_10_12,1,10 to 12 year old,Female
1996,ASR_GAM,Gambling,m_16,668,16 year old,Male
1996,ASR_HOM,Murder and Nonnegligent Homicide,m_16,620,16 year old,Male
1996,ASR_RPE,Rape,m_17,1086,17 year old,Male
1996,ASR_SEX,Sex Offenses,f_0_9,71,0 to 9 year old,Female
2016,ASR_AST,Aggravated Assault,f_10_12,465,10 to 12 year old,Female
2016,ASR_AST,Aggravated Assault,f_15,1171,15 year old,Female
2016,ASR_BRG,Burglary,m_16,5662,16 year old,Male
2016,ASR_DIS,Disorderly Conduct,m_10_12,3428,10 to 12 year old,Male
2016,ASR_DRK,Drunkenness,m_17,1520,17 year old,Male
2016,ASR_EMB,Embezzlement,f_13_14,5,13 or 14 year old,Female
2016,ASR_LIQ,Liquor Laws,f_13_14,1435,13 or 14 year old,Female
2016,ASR_MAN,Manslaughter by Negligence,m_15,9,15 year old,Male
2016,ASR_MVT,Motor Vehicle Theft,m_17,2906,17 year old,Male
2016,ASR_ROB,Robbery,f_16,448,16 year old,Female
2016,ASR_RPE,Rape,m_16,561,16 year old,Male
2016,ASR_RUN,Runaway,m_17,3130,17 year old,Male
2016,ASR_RUN,Runaway,m_15,4757,15 year old,Male
2016,ASR_WEAP,Weapons,f_0_9,30,0 to 9 year old,Female
2015,ASR_AST,Aggravated Assault,f_0_9,36,0 to 9 year old,Female
2015,ASR_DRG,Drug Abuse Violations,m_15,9668,15 year old,Male
2015,ASR_FRD,Fraud,f_15,221,15 year old,Female
2015,ASR_GAM,Gambling,f_13_14,1,13 or 14 year old,Female
2015,ASR_MAN,Manslaughter by Negligence,m_10_12,2,10 to 12 year old,Male
2015,ASR_ROB,Robbery,f_15,358,15 year old,Female
2015,ASR_RUN,Runaway,f_13_14,6634,13 or 14 year old,Female
2015,ASR_SUS,Suspicion,m_15,22,15 year old,Male
2015,ASR_VAG,Vagrancy,m_17,171,17 year old,Male
2014,ASR_ARSON,Arson,f_13_14,119,13 or 14 year old,Female
2014,ASR_AST,Aggravated Assault,f_16,1424,16 year old,Female
2014,ASR_AST_SMP,Simple Assault,m_10_12,7892,10 to 12 year old,Male
2014,ASR_AST_SMP,Simple Assault,f_0_9,233,0 to 9 year old,Female
2014,ASR_CUR,Curfew and Loitering Law Violations,f_13_14,2856,13 or 14 year old,Female
2014,ASR_CUR,Curfew and Loitering Law Violations,m_13_14,6923,13 or 14 year old,Male
2014,ASR_DIS,Disorderly Conduct,f_10_12,1881,10 to 12 year old,Female
2014,ASR_DRG,Drug Abuse Violations,f_13_14,3228,13 or 14 year old,Female
2014,ASR_GAM,Gambling,f_17,18,17 year old,Female
2014,ASR_LIQ,Liquor Laws,m_15,3533,15 year old,Male
2014,ASR_LRC,Larceny,m_13_14,19660,13 or 14 year old,Male
2014,ASR_PRS,Prostitution and Commercialized Vice,m_10_12,5,10 to 12 year old,Male
2014,ASR_PRS,Prostitution and Commercialized Vice,m_13_14,23,13 or 14 year old,Male
2014,ASR_STP,Stolen Property,f_15,325,15 year old,Female
2005,ASR_MVT,Motor Vehicle Theft,f_17,1079,17 year old,Female
2005,ASR_ROB,Robbery,f_15,485,15 year old,Female
2005,ASR_RPE,Rape,f_16,14,16 year old,Female
2005,ASR_SEX,Sex Offenses,f_10_12,150,10 to 12 year old,Female
2005,ASR_SUS,Suspicion,m_17,96,17 year old,Male
2004,ASR_DRK,Drunkenness,m_16,2277,16 year old,Male
2004,ASR_FAM,Offenses Against the Family and Children,f_0_9,29,0 to 9 year old,Female
2004,ASR_LIQ,Liquor Laws,m_10_12,331,10 to 12 year old,Male
2004,ASR_LRC,Larceny,f_16,22775,16 year old,Female
2004,ASR_PRS,Prostitution and Commercialized Vice,f_13_14,103,13 or 14 year old,Female
2004,ASR_SEX,Sex Offenses,f_13_14,383,13 or 14 year old,Female
2004,ASR_STP,Stolen Property,m_13_14,3111,13 or 14 year old,Male
2011,ASR_RUN,Runaway,f_13_14,8944,13 or 14 year old,Female
2011,ASR_RUN,Runaway,f_17,5054,17 year old,Female
2011,ASR_SUS,Suspicion,m_15,8,15 year old,Male
2011,ASR_VAG,Vagrancy,m_17,233,17 year old,Male
2011,ASR_VAN,Vandalism,f_13_14,2270,13 or 14 year old,Female
2011,ASR_VAN,Vandalism,m_17,10000,17 year old,Male
2010,ASR_ARSON,Arson,m_13_14,1015,13 or 14 year old,Male
2010,ASR_DRG,Drug Abuse Violations,m_10_12,2313,10 to 12 year old,Male
2010,ASR_DUI,Drive Under the Influence,m_10_12,13,10 to 12 year old,Male
2010,ASR_DUI,Drive Under the Influence,f_10_12,6,10 to 12 year old,Female
2010,ASR_FRD,Fraud,f_10_12,49,10 to 12 year old,Female
2010,ASR_LIQ,Liquor Laws,f_15,5271,15 year old,Female
2010,ASR_MAN,Manslaughter by Negligence,m_16,10,16 year old,Male
2010,ASR_MVT,Motor Vehicle Theft,m_17,3287,17 year old,Male
2010,ASR_PRS,Prostitution and Commercialized Vice,f_16,174,16 year old,Female
2010,ASR_RUN,Runaway,m_15,7613,15 year old,Male
2010,ASR_STP,Stolen Property,f_15,451,15 year old,Female
2010,ASR_WEAP,Weapons,f_16,574,16 year old,Female
2009,ASR_AST,Aggravated Assault,f_0_9,52,0 to 9 year old,Female
2009,ASR_BRG,Burglary,f_0_9,57,0 to 9 year old,Female
2009,ASR_DIS,Disorderly Conduct,f_13_14,13340,13 or 14 year old,Female
2009,ASR_DUI,Drive Under the Influence,f_13_14,55,13 or 14 year old,Female
2009,ASR_FOR,Forgery and Counterfeiting,m_0_9,5,0 to 9 year old,Male
2009,ASR_FOR,Forgery and Counterfeiting,m_15,159,15 year old,Male
2009,ASR_LRC,Larceny,m_10_12,8988,10 to 12 year old,Male
2009,ASR_LRC,Larceny,f_13_14,24447,13 or 14 year old,Female
2009,ASR_LRC,Larceny,m_16,34635,16 year old,Male
2009,ASR_MAN,Manslaughter by Negligence,f_17,6,17 year old,Female
2009,ASR_OTH,All Other Offenses,m_10_12,7442,10 to 12 year old,Male
2009,ASR_OTH,All Other Offenses,m_13_14,34428,13 or 14 year old,Male
2009,ASR_PRS,Prostitution and Commercialized Vice,f_0_9,2,0 to 9 year old,Female
2009,ASR_ROB,Robbery,f_10_12,64,10 to 12 year old,Female
2009,ASR_SUS,Suspicion,m_0_9,5,0 to 9 year old,Male
2009,ASR_VAG,Vagrancy,f_15,169,15 year old,Female
2009,ASR_WEAP,Weapons,f_15,495,15 year old,Female
2008,ASR_AST_SMP,Simple Assault,f_16,14114,16 year old,Female
2008,ASR_CUR,Curfew and Loitering Law Violations,m_17,18023,17 year old,Male
2008,ASR_DRK,Drunkenness,f_15,530,15 year old,Female
2008,ASR_EMB,Embezzlement,m_17,370,17 year old,Male
2008,ASR_EMB,Embezzlement,m_15,28,15 year old,Male
2008,ASR_RPE,Rape,f_13_14,9,13 or 14 year old,Female
2008,ASR_RPE,Rape,f_16,7,16 year old,Female
2008,ASR_RPE,Rape,f_17,9,17 year old,Female
2008,ASR_STP,Stolen Property,m_10_12,465,10 to 12 year old,Male
2008,ASR_VAG,Vagrancy,m_17,332,17 year old,Male
2008,ASR_WEAP,Weapons,m_13_14,6180,13 or 14 year old,Male
2008,ASR_WEAP,Weapons,m_15,5095,15 year old,Male
2007,ASR_ARSON,Arson,m_15,846,15 year old,Male
2007,ASR_AST,Aggravated Assault,m_17,9421,17 year old,Male
2007,ASR_BRG,Burglary,f_0_9,87,0 to 9 year old,Female
2007,ASR_DIS,Disorderly Conduct,m_13_14,28135,13 or 14 year old,Male
2006,ASR_AST,Aggravated Assault,f_17,2344,17 year old,Female
2006,ASR_AST,Aggravated Assault,m_0_9,410,0 to 9 year old,Male
2006,ASR_AST_SMP,Simple Assault,m_13_14,34144,13 or 14 year old,Male
2006,ASR_BRG,Burglary,f_0_9,97,0 to 9 year old,Female
2006,ASR_BRG,Burglary,m_15,11557,15 year old,Male
2006,ASR_CUR,Curfew and Loitering Law Violations,f_15,8887,15 year old,Female
2006,ASR_DRK,Drunkenness,m_16,2194,16 year old,Male
2006,ASR_FAM,Offenses Against the Family and Children,m_15,480,15 year old,Male
2006,ASR_FOR,Forgery and Counterfeiting,f_10_12,19,10 to 12 year old,Female
2006,ASR_MAN,Manslaughter by Negligence,f_16,2,16 year old,Female
2006,ASR_OTH,All Other Offenses,f_16,19581,16 year old,Female
2006,ASR_PRS,Prostitution and Commercialized Vice,m_13_14,27,13 or 14 year old,Male
2006,ASR_STP,Stolen Property,m_10_12,520,10 to 12 year old,Male
2006,ASR_STP,Stolen Property,f_15,514,15 year old,Female
2006,ASR_SUS,Suspicion,m_0_9,1,0 to 9 year old,Male
2006,ASR_VAG,Vagrancy,m_13_14,639,13 or 14 year old,Male
2006,ASR_WEAP,Weapons,m_16,7313,16 year old,Male
2005,ASR_ARSON,Arson,f_17,74,17 year old,Female
2005,ASR_ARSON,Arson,m_17,591,17 year old,Male
2005,ASR_AST,Aggravated Assault,m_15,6599,15 year old,Male
2005,ASR_AST_SMP,Simple Assault,f_15,13594,15 year old,Female
2005,ASR_AST_SMP,Simple Assault,m_16,26034,16 year old,Male
2005,ASR_BRG,Burglary,m_16,11944,16 year old,Male
2005,ASR_CUR,Curfew and Loitering Law Violations,m_13_14,16538,13 or 14 year old,Male
2005,ASR_DRK,Drunkenness,f_13_14,451,13 or 14 year old,Female
2005,ASR_EMB,Embezzlement,f_16,107,16 year old,Female
2005,ASR_FOR,Forgery and Counterfeiting,f_16,252,16 year old,Female
2005,ASR_FRD,Fraud,m_13_14,556,13 or 14 year old,Male
2010,ASR_CUR,Curfew and Loitering Law Violations,f_16,6256,16 year old,Female
2010,ASR_DRG,Drug Abuse Violations,m_0_9,136,0 to 9 year old,Male
2010,ASR_EMB,Embezzlement,f_13_14,5,13 or 14 year old,Female
2010,ASR_FAM,Offenses Against the Family and Children,f_17,232,17 year old,Female
2010,ASR_FAM,Offenses Against the Family and Children,m_16,459,16 year old,Male
2010,ASR_FOR,Forgery and Counterfeiting,f_17,214,17 year old,Female
2010,ASR_HOM,Murder and Nonnegligent Homicide,f_16,19,16 year old,Female
2010,ASR_RUN,Runaway,f_0_9,134,0 to 9 year old,Female
2010,ASR_SUS,Suspicion,f_13_14,12,13 or 14 year old,Female
2010,ASR_WEAP,Weapons,m_17,6170,17 year old,Male
2009,ASR_AST_SMP,Simple Assault,f_0_9,288,0 to 9 year old,Female
2009,ASR_DIS,Disorderly Conduct,f_0_9,131,0 to 9 year old,Female
2009,ASR_DRK,Drunkenness,m_16,2050,16 year old,Male
2009,ASR_MVT,Motor Vehicle Theft,m_10_12,259,10 to 12 year old,Male
2009,ASR_RUN,Runaway,f_0_9,155,0 to 9 year old,Female
2009,ASR_SUS,Suspicion,f_10_12,1,10 to 12 year old,Female
2008,ASR_ARSON,Arson,f_13_14,228,13 or 14 year old,Female
2008,ASR_AST_SMP,Simple Assault,f_15,13276,15 year old,Female
2008,ASR_DUI,Drive Under the Influence,m_10_12,14,10 to 12 year old,Male
2008,ASR_FOR,Forgery and Counterfeiting,m_10_12,35,10 to 12 year old,Male
2008,ASR_OTH,All Other Offenses,m_13_14,37740,13 or 14 year old,Male
1996,ASR_DIS,Disorderly Conduct,f_15,8570,15 year old,Female
1996,ASR_DIS,Disorderly Conduct,m_0_9,1576,0 to 9 year old,Male
1996,ASR_DUI,Drive Under the Influence,f_17,1290,17 year old,Female
1996,ASR_EMB,Embezzlement,m_16,180,16 year old,Male
1996,ASR_FRD,Fraud,f_13_14,1195,13 or 14 year old,Female
1996,ASR_FRD,Fraud,m_0_9,66,0 to 9 year old,Male
1996,ASR_LRC,Larceny,m_16,51485,16 year old,Male
1996,ASR_MAN,Manslaughter by Negligence,f_17,2,17 year old,Female
1996,ASR_RPE,Rape,f_16,13,16 year old,Female
1996,ASR_SEX,Sex Offenses,f_17,137,17 year old,Female
1996,ASR_STP,Stolen Property,f_16,923,16 year old,Female
1996,ASR_VAG,Vagrancy,f_17,102,17 year old,Female
1995,ASR_AST,Aggravated Assault,m_0_9,865,0 to 9 year old,Male
1995,ASR_CUR,Curfew and Loitering Law Violations,f_10_12,1631,10 to 12 year old,Female
1995,ASR_DRK,Drunkenness,f_0_9,22,0 to 9 year old,Female
1995,ASR_FOR,Forgery and Counterfeiting,f_10_12,47,10 to 12 year old,Female
1995,ASR_LRC,Larceny,f_17,22976,17 year old,Female
1995,ASR_MVT,Motor Vehicle Theft,f_17,1435,17 year old,Female
1995,ASR_MVT,Motor Vehicle Theft,m_0_9,179,0 to 9 year old,Male
1995,ASR_RPE,Rape,m_15,819,15 year old,Male
1995,ASR_SEX,Sex Offenses,m_10_12,1705,10 to 12 year old,Male
1995,ASR_SEX,Sex Offenses,f_0_9,66,0 to 9 year old,Female
1995,ASR_VAN,Vandalism,m_10_12,13912,10 to 12 year old,Male
1994,ASR_AST,Aggravated Assault,f_17,2540,17 year old,Female
1994,ASR_BRG,Burglary,m_16,21598,16 year old,Male
1994,ASR_DRG,Drug Abuse Violations,m_10_12,1807,10 to 12 year old,Male
1994,ASR_DRG,Drug Abuse Violations,m_0_9,223,0 to 9 year old,Male
1994,ASR_FRD,Fraud,f_0_9,59,0 to 9 year old,Female
1994,ASR_HOM,Murder and Nonnegligent Homicide,m_0_9,2,0 to 9 year old,Male
1994,ASR_LRC,Larceny,m_10_12,37232,10 to 12 year old,Male
1994,ASR_MAN,Manslaughter by Negligence,f_10_12,1,10 to 12 year old,Female
1994,ASR_MAN,Manslaughter by Negligence,f_15,4,15 year old,Female
1994,ASR_RPE,Rape,f_10_12,14,10 to 12 year old,Female
2002,ASR_FAM,Offenses Against the Family and Children,f_16,552,16 year old,Female
2002,ASR_GAM,Gambling,f_10_12,5,10 to 12 year old,Female
