NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33
CRENSHAW CO SCH DIST,ALABAMA,AL,3,97,1,11539000,1723000,8374000,1442000,11850000,7035000,5031000
CULLMAN CITY SCH DIST,ALABAMA,AL,3,97,1,14753000,1513000,8957000,4283000,14001000,8079000,5628000
CULLMAN CO SCH DIST,ALABAMA,AL,3,97,1,50211000,4486000,33017000,12708000,49178000,25898000,18122000
DALE CO SCH DIST,ALABAMA,AL,3,97,1,14753000,1153000,9348000,4252000,16260000,9330000,5950000
DALEVILLE CTY SCH DIST,ALABAMA,AL,3,97,1,9012000,1191000,6349000,1472000,9859000,5191000,3527000
DALLAS CO SCH DIST,ALABAMA,AL,3,97,1,25550000,3886000,18183000,3481000,24628000,14278000,9731000
DE KALB CO SCH DIST,ALABAMA,AL,3,97,1,38262000,3378000,26386000,8498000,36437000,22005000,15772000
DECATUR CITY SCH DIST,ALABAMA,AL,3,97,1,53159000,2868000,30243000,20048000,55752000,31576000,21125000
DEMOPOLIS CITY SCH DIST,ALABAMA,AL,3,97,1,11594000,1309000,7622000,2663000,11536000,6474000,4733000
DOTHAN CITY SCH DIST,ALABAMA,AL,3,97,1,51793000,5557000,31064000,15172000,52604000,32179000,20550000
ELBA CITY SCH DIST,ALABAMA,AL,3,97,1,5932000,657000,3994000,1281000,6186000,3659000,2582000
ELMORE CO SCH DIST,ALABAMA,AL,3,97,1,43824000,3315000,31379000,9130000,41488000,24745000,18019000
ENTERPRISE CTY SCH DIST,ALABAMA,AL,3,97,1,28185000,1955000,18662000,7568000,25322000,15161000,10812000
ESCAMBIA CO SCH DIST,ALABAMA,AL,3,97,1,28053000,3644000,17648000,6761000,26912000,15465000,10404000
ETOWAH CO SCH DIST,ALABAMA,AL,3,97,1,44306000,2701000,31661000,9944000,44113000,25488000,18009000
EUFAULA CTY SCH DIST,ALABAMA,AL,3,97,1,16491000,1553000,10379000,4559000,15659000,9189000,6720000
FAIRFIELD CITY SCH DIST,ALABAMA,AL,3,97,1,11809000,1127000,7456000,3226000,10508000,6929000,4582000
FAYETTE CO SCH DIST,ALABAMA,AL,3,97,1,14629000,1256000,10314000,3059000,16755000,8762000,5941000
FLORENCE CITY SCH DIST,ALABAMA,AL,3,97,1,31812000,3093000,15786000,12933000,44248000,18845000,13355000
FORT PAYNE CITY SCH DIST,ALABAMA,AL,3,97,1,13574000,1338000,9111000,3125000,15737000,6969000,5159000
FRANKLIN CO SCH DIST,ALABAMA,AL,3,97,1,17397000,1799000,11382000,4216000,16783000,10302000,6909000
GADSDEN CITY SCH DIST,ALABAMA,AL,3,97,1,34357000,5404000,19937000,9016000,33759000,19949000,13692000
GENEVA CITY SCHOOL DIST,ALABAMA,AL,3,97,1,7876000,627000,5277000,1972000,7270000,4233000,3288000
GENEVA CO SCH DIST,ALABAMA,AL,3,97,1,13938000,1286000,10093000,2559000,15334000,7900000,5532000
GREENE CO SCH DIST,ALABAMA,AL,3,97,1,11904000,2547000,7693000,1664000,11534000,6808000,4745000
GUNTERSVILLE CITY SCHOOL DIST,ALABAMA,AL,3,97,1,10728000,644000,6204000,3880000,9735000,6027000,3990000
HALE CO SCH DIST,ALABAMA,AL,3,97,1,18021000,2722000,12170000,3129000,18347000,10333000,7036000
HALEYVILLE CITY SCH DIST,ALABAMA,AL,3,97,1,9212000,696000,6234000,2282000,8118000,4674000,3517000
HARTSELLE CTY SCH DIST,ALABAMA,AL,3,97,1,16638000,676000,10552000,5410000,15721000,10194000,7348000
HENRY CO SCH DIST,ALABAMA,AL,3,97,1,15043000,1684000,10509000,2850000,16742000,8770000,6268000
HOMEWOOD CITY SCHOOL DIST,ALABAMA,AL,3,97,1,26980000,690000,10073000,16217000,22072000,12360000,9094000
HOUSTON CO SCH DIST,ALABAMA,AL,3,97,1,29194000,2603000,18222000,8369000,26928000,16904000,12055000
HUNTSVILLE CITY SCH DIST,ALABAMA,AL,3,97,1,141381000,8526000,76999000,55856000,146623000,92284000,64322000
JACKSON CO SCH DIST,ALABAMA,AL,3,97,1,35247000,3118000,22884000,9245000,34342000,19794000,13385000
JACKSONVILLE CTY SCH DIST,ALABAMA,AL,3,97,1,7741000,592000,5623000,1526000,7500000,4463000,3244000
JASPER CITY SCH DIST,ALABAMA,AL,3,97,1,15403000,825000,8750000,5828000,14715000,8921000,6319000
JEFFERSON CO SCH DIST,ALABAMA,AL,3,97,1,212698000,12179000,131122000,69397000,216228000,134575000,87110000
LAMAR CO SCH DIST,ALABAMA,AL,3,97,1,14190000,1194000,10156000,2840000,14008000,8396000,5685000
LANETT CTY SCH DIST,ALABAMA,AL,3,97,1,7875000,896000,5328000,1651000,9059000,5327000,3743000
LAUDERDALE CO SCH DIST,ALABAMA,AL,3,97,1,44426000,2276000,29906000,12244000,43527000,25369000,17679000
LAWRENCE CO SCH DIST,ALABAMA,AL,3,97,1,33469000,3513000,21907000,8049000,32460000,20091000,13331000
LEE CO SCH DIST,ALABAMA,AL,3,97,1,55277000,2546000,24762000,27969000,55132000,20931000,14203000
LIMESTONE CO SCH DIST,ALABAMA,AL,3,97,1,40696000,2258000,25755000,12683000,37791000,21690000,15740000
LINDEN CITY SCHOOL DIST,ALABAMA,AL,3,97,1,4702000,857000,2913000,932000,4152000,2595000,1637000
LOWNDES CO SCH DIST,ALABAMA,AL,3,97,1,17057000,4421000,10682000,1954000,15439000,9691000,5524000
MACON CO SCH DIST,ALABAMA,AL,3,97,1,24513000,5092000,15682000,3739000,23656000,14079000,8290000
MADISON CO SCH DIST,ALABAMA,AL,3,97,1,97722000,5180000,60622000,31920000,95723000,52268000,36393000
MARENGO CO SCH DIST,ALABAMA,AL,3,97,1,10730000,1669000,7127000,1934000,12082000,6001000,4044000
MARION CO SCH DIST,ALABAMA,AL,3,97,1,20248000,1311000,14455000,4482000,19975000,11637000,8264000
MIDFIELD CITY SCHOOL DIST,ALABAMA,AL,3,97,1,9185000,975000,6543000,1667000,8575000,5213000,3562000
MOBILE CO SCH DIST,ALABAMA,AL,3,97,1,312137000,39160000,210705000,62272000,322818000,188519000,124985000
MONROE CO SCH DIST,ALABAMA,AL,3,97,1,24369000,2099000,17941000,4329000,24302000,14784000,10483000
MONTGOMERY CO SCH DIST,ALABAMA,AL,3,97,1,176314000,21025000,117807000,37482000,177361000,104996000,71992000
MORGAN CO SCH DIST,ALABAMA,AL,3,97,1,42779000,2552000,25499000,14728000,40106000,25516000,17061000
MOUNTAIN BROOK CITY SCHOOL DISTRICT,ALABAMA,AL,3,97,1,29539000,379000,11993000,17167000,32075000,16638000,11869000
MUSCLE SHOALS SCH DIST,ALABAMA,AL,3,97,1,14673000,969000,7535000,6169000,13098000,7887000,5183000
ONEONTA CITY SCH DIST,ALABAMA,AL,3,97,1,7123000,532000,3855000,2736000,5329000,3235000,2371000
OPELIKA CITY SCHS,ALABAMA,AL,3,97,1,26813000,2167000,16852000,7794000,29354000,14862000,10211000
OPP CITY SCH DIST,ALABAMA,AL,3,97,1,8041000,699000,5604000,1738000,7678000,4807000,3520000
OXFORD CITY SCH DIST,ALABAMA,AL,3,97,1,17377000,919000,9403000,7055000,17880000,8135000,5955000
OZARK CITY SCH DIST,ALABAMA,AL,3,97,1,16611000,1756000,11321000,3534000,16391000,10043000,7189000
PELL CITY SCHOOL DIST,ALABAMA,AL,3,97,1,18714000,1726000,12636000,4352000,20482000,9740000,6828000
PERRY CO SCH DIST,ALABAMA,AL,3,97,1,12826000,2685000,8542000,1599000,13351000,7592000,5247000
PHENIX CITY SCH DIST,ALABAMA,AL,3,97,1,28271000,4053000,17074000,7144000,27658000,16510000,10586000
PICKENS CO SCH DIST,ALABAMA,AL,3,97,1,20005000,2703000,13854000,3448000,21091000,11644000,8003000
PIEDMONT CTY SCH DIST,ALABAMA,AL,3,97,1,5918000,444000,4415000,1059000,5448000,3293000,2423000
PIKE CO SCH DIST,ALABAMA,AL,3,97,1,14536000,2319000,9266000,2951000,14396000,8358000,5651000
RANDOLPH CO SCH DIST,ALABAMA,AL,3,97,1,11532000,859000,7850000,2823000,11527000,6524000,4291000
ROANOKE CITY SCH DIST,ALABAMA,AL,3,97,1,7404000,756000,5341000,1307000,7228000,4100000,2950000
RUSSELL CO SCH DIST,ALABAMA,AL,3,97,1,19302000,2397000,13054000,3851000,17958000,10836000,7588000
RUSSELLVILLE SCH DIST,ALABAMA,AL,3,97,1,21508000,9401000,8273000,3834000,12481000,7178000,5272000
SCOTTSBORO CITY SCH DIST,ALABAMA,AL,3,97,1,18024000,1174000,10456000,6394000,15638000,9594000,6498000
SELMA CITY SCH DIST,ALABAMA,AL,3,97,1,25756000,3846000,17542000,4368000,24113000,14544000,9683000
SHEFFIELD CITY SCH DIST,ALABAMA,AL,3,97,1,9760000,1051000,5502000,3207000,8725000,5500000,3957000
SHELBY CO SCH DIST,ALABAMA,AL,3,97,1,104903000,5336000,60984000,38583000,100697000,55623000,39764000
ST CLAIR CO SCH DIST,ALABAMA,AL,3,97,1,32383000,2253000,22864000,7266000,32969000,17696000,12999000
SUMTER CO SCH DIST,ALABAMA,AL,3,97,1,16108000,2687000,10551000,2870000,15583000,9685000,6692000
SYLACAUGA CTY SCH DIST,ALABAMA,AL,3,97,1,12947000,1057000,8731000,3159000,13684000,8016000,5733000
TALLADEGA CITY SCH DIST,ALABAMA,AL,3,97,1,18376000,2004000,12637000,3735000,18952000,11104000,7718000
TALLADEGA CO SCH DIST,ALABAMA,AL,3,97,1,40435000,4139000,27075000,9221000,39288000,22946000,15038000
TALLAPOOSA CO SCH DIST,ALABAMA,AL,3,97,1,18433000,1487000,11898000,5048000,16623000,9780000,7505000
TALLASSEE CTY SCH DIST,ALABAMA,AL,3,97,1,8612000,680000,6497000,1435000,7691000,4465000,3223000
TARRANT CITY SCH DIST,ALABAMA,AL,3,97,1,8640000,734000,5244000,2662000,8402000,4809000,3278000
THOMASVILLE CTY SCH DIST,ALABAMA,AL,3,97,1,9150000,749000,6027000,2374000,8709000,4783000,3628000
TROY CITY SCH DIST,ALABAMA,AL,3,97,1,11435000,1599000,6953000,2883000,11366000,6872000,4945000
TUSCALOOSA CITY SCH DIST,ALABAMA,AL,3,97,1,62972000,6178000,33472000,23322000,73563000,34930000,25185000
TUSCALOOSA CO SCH DIST,ALABAMA,AL,3,97,1,79302000,5684000,52783000,20835000,82019000,45796000,33470000
TUSCUMBIA CITY SCH DIST,ALABAMA,AL,3,97,1,9580000,1202000,5289000,3089000,9990000,5121000,3259000
VESTAVIA HILLS CTY SCH DIST,ALABAMA,AL,3,97,1,30826000,5196000,12345000,13285000,26176000,13668000,9859000
WALKER CO SCH DIST,ALABAMA,AL,3,97,1,50198000,5088000,31334000,13776000,47120000,29253000,19450000
WASHINGTON CO SCH DIST,ALABAMA,AL,3,97,1,19412000,1867000,12400000,5145000,19577000,11787000,8007000
WILCOX CO SCH DIST,ALABAMA,AL,3,97,1,16251000,3196000,10272000,2783000,20978000,8807000,5563000
WINFIELD CTY SCH DIST,ALABAMA,AL,3,97,1,8785000,657000,6175000,1953000,7086000,3950000,2770000
WINSTON CO SCH DIST,ALABAMA,AL,3,97,1,15325000,1222000,10370000,3733000,15057000,8836000,5831000
LOWER KUSKOKWIM REAA,ALASKA,AK,3,97,1,50310000,10209000,37507000,2594000,50896000,29071000,19994000
LOWER YUKON REAA,ALASKA,AK,3,97,1,25573000,9937000,13608000,2028000,24087000,13446000,9483000
YUPIIT SCHOOLS,ALASKA,AK,3,97,1,6831000,2282000,4149000,400000,6016000,3119000,1783000
KASHUNAMIUT SCHOOL DISTRICT,ALASKA,AK,3,97,1,3461000,1257000,2005000,199000,3322000,1782000,1158000
ALEUTIANS EAST BORO SCHOOL DIST,ALASKA,AK,3,97,1,6437000,1218000,3827000,1392000,6356000,3083000,2214000
ALEUTIAN REGION SCHOOL DISTRICT,ALASKA,AK,3,97,1,815000,9000,763000,43000,827000,277000,214000
BERING STRAIT REAA,ALASKA,AK,3,97,1,30644000,10363000,15837000,4444000,30123000,14317000,9435000
BRISTOL BAY BORO SCH DIST,ALASKA,AK,3,97,1,3705000,440000,2065000,1200000,4274000,2098000,1421000
ALASKA GATEWAY REAA,ALASKA,AK,3,97,1,7349000,1080000,5891000,378000,7189000,3895000,2749000
CORDOVA CITY SCH DIST,ALASKA,AK,3,97,1,4154000,253000,2901000,1000000,4271000,2512000,1776000
COPPER RIVER REAA,ALASKA,AK,3,97,1,7701000,537000,6723000,441000,7115000,3529000,2532000
CRAIG CITY SCH DIST,ALASKA,AK,3,97,1,3799000,502000,2457000,840000,3628000,2049000,1552000
DELTA-GREELY REAA,ALASKA,AK,3,97,1,7702000,1310000,6091000,301000,7644000,4249000,3060000
DILLINGHAM CITY SCH DIST,ALASKA,AK,3,97,1,6693000,1014000,4155000,1524000,7259000,3751000,2739000
GALENA CITY SCH DIST,ALASKA,AK,3,97,1,3605000,1042000,1891000,672000,3820000,1560000,879000
KETCHIKAN-GATEWAY BORO SCHOOL DIST,ALASKA,AK,3,97,1,19610000,937000,10772000,7901000,20685000,11942000,8959000
ANCHORAGE SCH DIST,ALASKA,AK,3,97,1,323849000,26582000,199314000,97953000,390032000,212862000,147626000
JUNEAU BOROUGH SCHOOL DISTRICT,ALASKA,AK,3,97,1,48308000,2042000,28093000,18173000,54353000,27430000,19695000
SITKA BOROUGH SCHOOLS,ALASKA,AK,3,97,1,14124000,1423000,7156000,5545000,14051000,7930000,5973000
HAINES BOROUGH SCH DIST,ALASKA,AK,3,97,1,4268000,177000,2547000,1544000,4348000,2358000,1668000
HOONAH CITY SCHOOL DIST,ALASKA,AK,3,97,1,4740000,1023000,2018000,1699000,5811000,1937000,1385000
HYDABURG CITY SCH DIST,ALASKA,AK,3,97,1,1447000,214000,1088000,145000,1566000,868000,615000
KAKE CITY SCHOOL DIST,ALASKA,AK,3,97,1,2470000,508000,1570000,392000,2477000,1238000,905000
KENAI PENINSULA BORO SCHOOL DIST,ALASKA,AK,3,97,1,77481000,4285000,47223000,25973000,93745000,48322000,36189000
KLAWOCK CITY SCHOOL DIST,ALASKA,AK,3,97,1,2609000,636000,1702000,271000,2863000,1540000,1092000
KODIAK ISLAND BORO SCHOOL DIST,ALASKA,AK,3,97,1,22824000,3202000,14960000,4662000,24713000,14583000,10824000
LAKE AND PENINSULA BORO SCHOOLS,ALASKA,AK,3,97,1,11422000,2372000,7055000,1995000,12940000,5217000,2979000
MATANUSKA SUSITNA BORO SCH DIST,ALASKA,AK,3,97,1,95751000,4937000,64916000,25898000,98680000,59311000,42719000
IDITAROD REAA,ALASKA,AK,3,97,1,7044000,1280000,5345000,419000,6952000,3911000,2569000
ANNETTE ISLAND REAA,ALASKA,AK,3,97,1,4806000,2650000,1969000,187000,4445000,2664000,1865000
NENANA CITY SCH DIST,ALASKA,AK,3,97,1,2125000,182000,1772000,171000,2110000,1149000,781000
NOME CITY SCH DIST,ALASKA,AK,3,97,1,8286000,731000,5626000,1929000,8495000,4426000,2888000
FAIRBANKS N STAR BORO SCHOOL DIST,ALASKA,AK,3,97,1,141741000,23577000,86192000,31972000,149558000,74064000,53577000
NORTH SLOPE BOROUGH SCHOOLS,ALASKA,AK,3,97,1,46477000,6076000,11525000,28876000,47729000,26397000,13705000
NORTHWEST ARTIC BORO SCHOOLS,ALASKA,AK,3,97,1,32929000,4379000,24142000,4408000,33769000,14480000,9877000
PELICAN CITY SCHOOL DIST,ALASKA,AK,3,97,1,747000,59000,610000,78000,721000,293000,199000
PETERSBURG CITY SCH DIST,ALASKA,AK,3,97,1,6077000,396000,3606000,2075000,6219000,3629000,2711000
PRIBILOF ISLANDS REAA,ALASKA,AK,3,97,1,3354000,1163000,1952000,239000,3639000,1869000,1431000
ST MARYS SCHOOL DISTRICT,ALASKA,AK,3,97,1,1905000,174000,1608000,123000,1717000,827000,545000
SKAGWAY CITY SCHOOL DIST,ALASKA,AK,3,97,1,1673000,86000,871000,716000,1662000,878000,640000
SOUTHEAST ISLANDS REAA,ALASKA,AK,3,97,1,4598000,419000,3766000,413000,4943000,2671000,2011000
SOUTHWEST REGION SCHOOLS,ALASKA,AK,3,97,1,11631000,4254000,6150000,1227000,11631000,6409000,4431000
TANANA CTY SCH DISTRICT,ALASKA,AK,3,97,1,1682000,224000,1361000,97000,1820000,804000,529000
UNALASKA CITY SCH DIST,ALASKA,AK,3,97,1,4801000,175000,2257000,2369000,5091000,2477000,1469000
CHATHAM REAA,ALASKA,AK,3,97,1,4202000,851000,3164000,187000,4512000,2513000,1829000
KUSPUK REAA,ALASKA,AK,3,97,1,7536000,1925000,5313000,298000,7291000,4305000,3072000
DENALI BOROUGH SCHOOL DISTRICT,ALASKA,AK,3,97,1,4779000,91000,3640000,1048000,4764000,2442000,1651000
YUKON FLATS REAA,ALASKA,AK,3,97,1,9077000,2457000,6238000,382000,8455000,4179000,3009000
VALDEZ CITY SCHOOL DIST,ALASKA,AK,3,97,1,8884000,342000,3640000,4902000,9629000,5921000,3839000
CHUGACH REAA,ALASKA,AK,3,97,1,2545000,395000,1968000,182000,2435000,1168000,807000
WRANGELL CITY SCH DIST,ALASKA,AK,3,97,1,4471000,382000,2814000,1275000,4938000,2751000,2110000
YAKUTAT CITY SCHOOL DIST,ALASKA,AK,3,97,1,2325000,372000,1446000,507000,2216000,1189000,871000
YUKON-KOYUKUK REAA,ALASKA,AK,3,97,1,10573000,3132000,7105000,336000,9271000,4661000,3595000
CAVE CREEK UNIFIELD SCH DIST,ARIZONA,AZ,3,97,1,18289000,440000,3218000,14631000,14775000,7310000,4856000
CHINO VALLEY UNIFIED SCH DIST 51,ARIZONA,AZ,3,97,1,10340000,764000,5752000,3824000,9440000,5771000,3929000
CLARKSDALE-JEROME ELEM DISTRICT NO 3,ARIZONA,AZ,1,97,1,2078000,241000,1067000,770000,1820000,1130000,776000
SALOME SCHOO DISTRICT 30,ARIZONA,AZ,1,97,1,923000,95000,250000,578000,2049000,527000,339000
COLORADO CITY UNIFIED SCH DISTRICT 14,ARIZONA,AZ,3,97,1,4822000,769000,2899000,1154000,4951000,3074000,2001000
VERNON ELEM SCHOOL DIST 9,ARIZONA,AZ,1,97,1,543000,19000,241000,283000,488000,228000,121000
PINON SCHOOL UNIF SCH DIST 4,ARIZONA,AZ,1,97,1,11837000,4771000,5759000,1307000,12573000,5563000,3436000
HEBER OVERGAARD SCHOOL DISTRICT,ARIZONA,AZ,3,97,1,3398000,274000,1464000,1660000,3305000,1789000,1078000
COLORADO R UNION HIGH SCH DIST 2,ARIZONA,AZ,2,97,1,10217000,503000,277000,9437000,9543000,5150000,3153000
AGUA FRIA UNION HIGH SCHOOL DIST 216,ARIZONA,AZ,2,97,1,10454000,583000,3987000,5884000,10638000,5761000,3179000
AGUILA SCH DIST 63,ARIZONA,AZ,1,97,1,1219000,197000,731000,291000,1148000,514000,323000
AJO SCH DIST 15 AND 103,ARIZONA,AZ,3,97,1,2994000,339000,2126000,529000,2980000,1775000,1129000
ALHAMBRA SCH DIST 68,ARIZONA,AZ,1,97,1,55706000,6424000,30302000,18980000,60958000,30742000,21036000
ALPINE SCH DIST 7,ARIZONA,AZ,1,97,1,357000,0,76000,281000,363000,165000,104000
AMPHITHEATER SCHOOL DIST 10,ARIZONA,AZ,3,97,1,84759000,5276000,34485000,44998000,88432000,47772000,30495000
ANTELOPE UNION H SCH DIST 50,ARIZONA,AZ,2,97,1,2468000,138000,1263000,1067000,2474000,1292000,768000
APACHE SCH DIST 42,ARIZONA,AZ,1,97,1,167000,31000,89000,47000,148000,82000,52000
APACHE JCT SCHOOL DIST 43,ARIZONA,AZ,3,97,1,25268000,1642000,13135000,10491000,37574000,13613000,8101000
ARLINGTON SCH DIST 47,ARIZONA,AZ,1,97,1,964000,78000,55000,831000,934000,534000,312000
ASH CREEK SCH DIST 53,ARIZONA,AZ,1,97,1,587000,44000,296000,247000,556000,333000,168000
ASH FORK UNIFIED SCH DIST 31,ARIZONA,AZ,3,97,1,1510000,53000,248000,1209000,1483000,930000,567000
AVONDALE SCH DIST 44,ARIZONA,AZ,1,97,1,13319000,1848000,7694000,3777000,12090000,7662000,5011000
BAGDAD UNIFIED SCH DIST 20,ARIZONA,AZ,3,97,1,2547000,20000,322000,2205000,2982000,1597000,1015000
BALSZ SCH DIST 31,ARIZONA,AZ,1,97,1,17236000,1975000,4998000,10263000,27281000,8419000,5666000
BEAVER CREEK SCHOOL DIST 26,ARIZONA,AZ,1,97,1,1485000,94000,833000,558000,1519000,664000,452000
BENSON ELEM DIST 9,ARIZONA,AZ,1,97,1,3559000,221000,2162000,1176000,3458000,2188000,1429000
BENSON UNION H.S. DIST 9,ARIZONA,AZ,2,97,1,2901000,276000,1315000,1310000,2794000,1738000,993000
BICENTENNIAL UNION HIGH SCOOL DIST NO 76,ARIZONA,AZ,2,97,1,5139000,148000,63000,4928000,1806000,861000,464000
BISBEE SCH DIST 2,ARIZONA,AZ,3,97,1,6119000,770000,3546000,1803000,6141000,3765000,2208000
BLUE SCH DIST 22,ARIZONA,AZ,1,97,1,56000,0,31000,25000,47000,29000,28000
BONITA SCH DIST 16,ARIZONA,AZ,1,97,1,687000,17000,478000,192000,695000,374000,259000
BOUSE SCHOOL DISTRICT 26,ARIZONA,AZ,1,97,1,461000,48000,89000,324000,410000,253000,190000
BOWIE SCH DIST 14,ARIZONA,AZ,3,97,1,1057000,46000,241000,770000,1053000,678000,328000
BUCKEYE SCH DIST 33,ARIZONA,AZ,1,97,1,6987000,1225000,3334000,2428000,6621000,4165000,2922000
BUCKEYE UNION H SCH DIST 201,ARIZONA,AZ,2,97,1,5543000,358000,1478000,3707000,5227000,2867000,1634000
SIERRA VISTA UNIF SCH DIST 68,ARIZONA,AZ,3,97,1,36147000,3668000,19034000,13445000,32485000,20069000,13158000
BULLHEAD CITY SCH DIST 15,ARIZONA,AZ,1,97,1,13266000,898000,6553000,5815000,12509000,7553000,5496000
CAMP VERDE UNIFIED SCH DIST 28,ARIZONA,AZ,3,97,1,8418000,798000,3998000,3622000,11041000,4687000,3093000
CANON ELEM SCHOOL DIST 50,ARIZONA,AZ,1,97,1,1672000,112000,969000,591000,1517000,670000,451000
CARTWRIGHT SCH DIST 83,ARIZONA,AZ,1,97,1,75014000,7641000,48188000,19185000,73328000,47281000,33167000
CASA GRANDE SCH DIST 4,ARIZONA,AZ,1,97,1,24367000,2394000,14676000,7297000,23446000,14313000,9518000
CASA GRANDE UNION HIGH SCHOOL DIST 82,ARIZONA,AZ,2,97,1,20315000,1022000,5605000,13688000,33895000,6913000,4317000
CATALINA FOOTHILLS SCH DIST 16,ARIZONA,AZ,3,97,1,30646000,359000,9054000,21233000,31192000,13284000,9223000
CEDAR UNIF SCH DIST 25,ARIZONA,AZ,1,97,1,7891000,2814000,4599000,478000,6525000,2885000,1722000
CHAMPIE SCH DIST 14,ARIZONA,AZ,6,97,1,8000,5000,0,3000,5000,0,0
CHANDLER UNIFIED SCHOOL DIST 80,ARIZONA,AZ,3,97,1,85932000,4868000,38699000,42365000,89657000,45524000,30818000
CHEVELON BUTTE SCH DIST 5,ARIZONA,AZ,6,97,1,306000,4000,52000,250000,367000,51000,1000
CHINLE UNIF SCH DIST 24,ARIZONA,AZ,3,97,1,39577000,16882000,17258000,5437000,34778000,20002000,12196000
CHLORIDE SCH DIST 11,ARIZONA,AZ,1,97,1,1721000,175000,505000,1041000,1361000,826000,544000
CLIFTON SCH DISTRICT 3,ARIZONA,AZ,3,97,1,2132000,119000,722000,1291000,2587000,1220000,715000
COCHISE SCH DIST 26,ARIZONA,AZ,1,97,1,1256000,27000,2000,1227000,1047000,585000,417000
CONCHO SCH DIST 6,ARIZONA,AZ,1,97,1,1861000,145000,616000,1100000,1535000,808000,569000
CONGRESS SCH DIST 17,ARIZONA,AZ,6,97,1,952000,4000,520000,428000,1137000,0,0
CONTINENTAL SCH DIST 39,ARIZONA,AZ,1,97,1,2280000,38000,565000,1677000,2040000,834000,537000
COOLIDGE SCHOOL DIST 21,ARIZONA,AZ,3,97,1,14929000,2682000,9385000,2862000,13685000,8251000,5240000
COTTONWOOD-OAK CREEK ELEMENTARY DIST NO 6,ARIZONA,AZ,1,97,1,10646000,901000,5347000,4398000,10625000,6166000,4070000
CRANE SCH DIST 13,ARIZONA,AZ,1,97,1,22711000,2718000,16169000,3824000,21438000,14576000,9731000
CREIGHTON SCH DIST 14,ARIZONA,AZ,1,97,1,38925000,3854000,20765000,14306000,36229000,21425000,14071000
CROWN KING SCH DIST 41,ARIZONA,AZ,1,97,1,71000,0,9000,62000,74000,42000,37000
DOUBLE ADOBE SCH DIST 45,ARIZONA,AZ,1,97,1,470000,2000,382000,86000,477000,193000,155000
DOUGLAS SCH DIST 27,ARIZONA,AZ,3,97,1,22227000,3114000,14325000,4788000,22112000,13219000,9097000
DUNCAN UNIFIED SCH DIST 2,ARIZONA,AZ,3,97,1,3072000,139000,1324000,1609000,3307000,1932000,1147000
DYSART SCH DIST 89,ARIZONA,AZ,3,97,1,23436000,3425000,10970000,9041000,21076000,13074000,8242000
EAGLE ELEM DIST 45,ARIZONA,AZ,3,97,1,35000,0,12000,23000,57000,28000,26000
MARY C O'BRIEN SCHOOL,ARIZONA,AZ,1,97,1,1354000,151000,698000,505000,1352000,676000,378000
ELFRIDA SCH DIST 12,ARIZONA,AZ,1,97,1,983000,43000,762000,178000,972000,615000,484000
ELOY SCH DIST 11,ARIZONA,AZ,1,97,1,6847000,973000,4640000,1234000,6617000,3679000,2349000
EMPIRE SCH DIST 37,ARIZONA,AZ,6,97,1,213000,0,74000,139000,200000,0,0
FLAGSTAFF SCH DIST 1,ARIZONA,AZ,3,97,1,65315000,4850000,25808000,34657000,63872000,35789000,24748000
FLORENCE UNIFIED SCH DIST 1,ARIZONA,AZ,3,97,1,5966000,550000,3466000,1950000,5363000,3232000,2062000
FLOWING WELLS SCHOOL DISTRICT 8,ARIZONA,AZ,3,97,1,28179000,2074000,15334000,10771000,32127000,16372000,10860000
FORREST SCH DIST 81,ARIZONA,AZ,6,97,1,127000,0,26000,101000,114000,12000,0
FOUNTAIN HILLS SCH DIST 98,ARIZONA,AZ,3,97,1,11850000,523000,3817000,7510000,10643000,5325000,3706000
FOWLER SCH DIST 45,ARIZONA,AZ,1,97,1,8037000,982000,3561000,3494000,6945000,4100000,2679000
FREDONIA-MOCCASIN BI-CO SCH DIST 6,ARIZONA,AZ,3,97,1,2777000,289000,1450000,1038000,2334000,1406000,963000
FORT HUACHUCA ACCOMM SCH,ARIZONA,AZ,1,97,1,6966000,3364000,2595000,1007000,6609000,4497000,2904000
FT THOMAS SCH DIST 7,ARIZONA,AZ,3,97,1,5327000,2539000,2535000,253000,3927000,2252000,1320000
GADSDEN SCH DIST 32,ARIZONA,AZ,1,97,1,10093000,1761000,7245000,1087000,9722000,5984000,3933000
GANADO UNIF SCH DIST 20,ARIZONA,AZ,3,97,1,24643000,6890000,15411000,2342000,24010000,9226000,5162000
GILA BEND UNIFIED SCHOOL DIST 24,ARIZONA,AZ,3,97,1,3553000,574000,1984000,995000,3569000,2131000,1330000
GILBERT SCHOOL DISTRICT 41,ARIZONA,AZ,3,97,1,95611000,2113000,49970000,43528000,85093000,52321000,35338000
GLENDALE SCH DIST 40,ARIZONA,AZ,1,97,1,55898000,5420000,29551000,20927000,64195000,33428000,23238000
GLENDALE UNION H SCH DIST 205,ARIZONA,AZ,2,97,1,78692000,2108000,30526000,46058000,94289000,45315000,26088000
GLOBE SCH DIST 1,ARIZONA,AZ,3,97,1,10192000,757000,6688000,2747000,9962000,6324000,4140000
GRAND CANYON SCH DIST 4,ARIZONA,AZ,3,97,1,2874000,641000,692000,1541000,2462000,1504000,1030000
