NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURELSC,Z32,Z33
MONTESSORI CHARTER SCHOOL OF FLAGSTAFF  INC.,Arizona,AZ,1,10,1,1957000,0,1839000,118000,2075000,2075000,1276000,1276000
COLORADO CITY UNIFIED DISTRICT,Arizona,AZ,3,10,1,5048000,1657000,1286000,2105000,3724000,3200000,1925000,1216000
VERNON ELEMENTARY DISTRICT,Arizona,AZ,1,10,1,2332000,545000,936000,851000,2060000,2027000,923000,553000
PINON UNIFIED DISTRICT,Arizona,AZ,3,10,1,20913000,13070000,6547000,1296000,12905000,12181000,7179000,3852000
HEBER-OVERGAARD UNIFIED DISTRICT,Arizona,AZ,3,10,1,6006000,1178000,1231000,3597000,10832000,4546000,2663000,1590000
TRIUMPHANT LEARNING CENTER,Arizona,AZ,1,10,1,677000,135000,536000,6000,709000,703000,428000,277000
VENTANA ACADEMIC CHARTER SCHOOL,Arizona,AZ,1,10,1,1023000,259000,720000,44000,801000,759000,387000,221000
MESA ARTS ACADEMY,Arizona,AZ,1,10,1,2192000,776000,1283000,133000,2015000,1689000,997000,836000
VALLEY ACADEMY  INC.,Arizona,AZ,1,10,1,5141000,971000,3787000,383000,2905000,2853000,1774000,1145000
FOOTHILLS ACADEMY,Arizona,AZ,3,10,1,2540000,547000,1766000,227000,2194000,2188000,1454000,1068000
TWENTY FIRST CENTURY CHARTER SCHOOL  INC. DBA: BENNETT ACADE,Arizona,AZ,1,10,1,925000,28000,884000,13000,782000,782000,376000,227000
CASY COUNTRY DAY SCHOOL,Arizona,AZ,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
EDU-PRIZE  INC.,Arizona,AZ,1,10,1,7512000,1547000,5787000,178000,8877000,8859000,5784000,3795000
MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT DBA GATEWAY EARLY,Arizona,AZ,2,10,1,1917000,543000,1374000,0,1864000,1864000,1136000,866000
NEW SCHOOL FOR THE ARTS,Arizona,AZ,2,10,1,1825000,326000,1244000,255000,1263000,1051000,563000,337000
CARDEN TRADITIONAL SCHOOL OF GLENDALE  INC.,Arizona,AZ,1,10,1,1246000,286000,795000,165000,1402000,1310000,586000,415000
SALT RIVER PIMA-MARICOPA  COMMUNITY SCHOOLS,Arizona,AZ,2,10,1,7295000,3213000,1471000,2611000,6864000,6858000,4844000,3110000
KACHINA COUNTRY DAY SCHOOL,Arizona,AZ,1,10,1,991000,22000,900000,69000,1020000,1020000,677000,581000
ESPIRITU COMMUNITY DEVELOPMENT CORP.,Arizona,AZ,3,10,1,7333000,2799000,4416000,118000,6581000,6207000,3042000,1895000
HERITAGE ACADEMY  INC.,Arizona,AZ,2,10,1,3882000,675000,2954000,253000,4008000,3949000,2388000,2155000
VILLA MONTESSORI CHARTER SCHOOL,Arizona,AZ,1,10,1,5962000,730000,2568000,2664000,5635000,5547000,3322000,2615000
EDUPRENEURSHIP  INC.,Arizona,AZ,1,10,1,600000,142000,456000,2000,706000,706000,445000,309000
ARIZONA SCHOOL FOR THE ARTS,Arizona,AZ,3,10,1,5147000,83000,4105000,959000,4927000,4909000,2651000,2020000
ARIZONA CALL-A-TEEN YOUTH RESOURCES  INC.,Arizona,AZ,2,10,1,920000,48000,869000,3000,837000,837000,584000,266000
SCOTTSDALE HORIZONS CHARTER SCHOOL,Arizona,AZ,1,10,1,1082000,123000,922000,37000,1136000,1099000,548000,408000
INTELLI-SCHOOL  INC.,Arizona,AZ,2,10,1,1243000,95000,1130000,18000,1290000,1283000,344000,198000
TERTULIA: A LEARNING COMMUNITY,Arizona,AZ,1,10,1,1762000,600000,1108000,54000,1756000,1562000,841000,550000
LAKE HAVASU CHARTER SCHOOL  INC.,Arizona,AZ,3,10,1,880000,175000,656000,49000,939000,863000,611000,503000
BENJAMIN FRANKLIN CHARTER SCHOOL,Arizona,AZ,1,10,1,13165000,0,13001000,164000,13014000,12599000,6624000,4819000
VICTORY HIGH SCHOOL  INC.,Arizona,AZ,2,10,1,261000,88000,171000,2000,371000,366000,231000,156000
MONTESSORI DAY PUBLIC SCHOOLS CHARTERED  INC.,Arizona,AZ,1,10,1,1876000,484000,1361000,31000,1755000,1755000,919000,626000
KHALSA MONTESSORI ELEMENTARY SCHOOLS,Arizona,AZ,1,10,1,1248000,243000,890000,115000,1153000,1153000,569000,418000
TEMPE PREPARATORY ACADEMY,Arizona,AZ,2,10,1,3304000,449000,1943000,912000,3411000,3401000,2142000,1695000
BRIGHT BEGINNINGS SCHOOL  INC.,Arizona,AZ,1,10,1,3070000,0,2819000,251000,2778000,2721000,1557000,1358000
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL,Arizona,AZ,3,10,1,2923000,576000,2305000,42000,2891000,2891000,1759000,1438000
KINGMAN ACADEMY OF LEARNING,Arizona,AZ,3,10,1,11837000,2515000,7913000,1409000,8623000,7783000,4299000,2890000
YOUNG SCHOLARS ACADEMY CHARTER SCHOOL CORP.,Arizona,AZ,1,10,1,3240000,772000,2223000,245000,2574000,2411000,1637000,1030000
NORTHERN ARIZONA ACADEMY FOR CAREER DEVELOPMENT  INC.,Arizona,AZ,2,10,1,1385000,496000,884000,5000,802000,801000,419000,170000
EDGE SCHOOL  INC. THE,Arizona,AZ,2,10,1,1932000,477000,1420000,35000,1923000,1915000,1307000,663000
TUCSON YOUTH DEVELOPMENT/ACE CHARTER HIGH SCHOOL,Arizona,AZ,2,10,1,1894000,466000,1338000,90000,1206000,1198000,765000,309000
PRESIDIO SCHOOL,Arizona,AZ,3,10,1,2301000,354000,1833000,114000,2565000,2140000,1417000,698000
COLORADO RIVER UNION HIGH SCHOOL DISTRICT,Arizona,AZ,2,10,1,21634000,2971000,3875000,14788000,17666000,15157000,9337000,5985000
PPEP & AFFILIATES,Arizona,AZ,2,10,1,9588000,2408000,6851000,329000,7133000,7020000,3392000,3073000
TUCSON URBAN LEAGUE  INC.,Arizona,AZ,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
MINGUS MOUNTAIN ESTATE RESIDENTIAL CENTER  INC.,Arizona,AZ,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
SEDONA CHARTER SCHOOL  INC.,Arizona,AZ,1,10,1,1279000,263000,852000,164000,792000,761000,353000,271000
MINGUS SPRINGS CHARTER SCHOOL,Arizona,AZ,1,10,1,1366000,371000,971000,24000,1272000,1242000,721000,556000
FRANKLIN PHONETIC PRIMARY SCHOOL  INC.,Arizona,AZ,1,10,1,3130000,377000,2671000,82000,2809000,2762000,1783000,1005000
SKYVIEW SCHOOL  INC.,Arizona,AZ,1,10,1,1124000,261000,817000,46000,946000,939000,501000,406000
AZ-TEC HIGH SCHOOL,Arizona,AZ,2,10,1,647000,122000,487000,38000,668000,668000,426000,229000
YUMA PRIVATE INDUSTRY COUNCIL  INC.,Arizona,AZ,2,10,1,1052000,414000,635000,3000,729000,678000,258000,128000
MOUNTAIN SCHOOL  INC.,Arizona,AZ,1,10,1,1453000,0,1392000,61000,1394000,1390000,830000,715000
NORTHLAND PREPARATORY ACADEMY,Arizona,AZ,2,10,1,3116000,37000,2783000,296000,2352000,2301000,1156000,800000
FLAGSTAFF JUNIOR ACADEMY,Arizona,AZ,1,10,1,1869000,378000,1285000,206000,1660000,1579000,899000,751000
LIBERTY HIGH SCHOOL,Arizona,AZ,2,10,1,567000,105000,449000,13000,650000,642000,438000,332000
BALL CHARTER SCHOOLS (HEARN),Arizona,AZ,1,10,1,4448000,1217000,3014000,217000,3454000,3233000,2104000,1583000
OMEGA SCHOOLS D.B.A. OMEGA ACADEMY  INC.,Arizona,AZ,3,10,1,4428000,1670000,2694000,64000,3539000,3279000,1961000,811000
FRIENDLY HOUSE  INC.,Arizona,AZ,1,10,1,2504000,631000,1823000,50000,1980000,1859000,977000,663000
OMBUDSMAN EDUCATIONAL SERVICES  LTD. A SUBSIDIARY OF EDUCATI,Arizona,AZ,2,10,1,2325000,0,2296000,29000,2388000,2385000,1093000,1093000
GLOBAL RENAISSANCE ACADEMY OF DISTINGUISHED EDUCATION,Arizona,AZ,3,10,1,513000,97000,382000,34000,662000,662000,294000,294000
DCS PARTNER  INC. DBA DESTINY COMMUNITY SCHOOL.,Arizona,AZ,N,10,1,1462000,255000,771000,436000,1516000,1328000,707000,480000
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.,Arizona,AZ,2,10,1,2346000,485000,1812000,49000,2009000,1982000,1160000,662000
INTERNATIONAL COMMERCE SECONDARY SCHOOLS  INC.,Arizona,AZ,2,10,1,3001000,0,3001000,0,2613000,2613000,1082000,870000
HUMANITIES AND SCIENCES ACADEMY OF THE UNITED STATES  INC.,Arizona,AZ,2,10,1,1987000,0,1987000,0,3819000,2826000,1147000,940000
PHOENIX ADVANTAGE CHARTER SCHOOL  INC.,Arizona,AZ,1,10,1,4992000,1901000,3034000,57000,3980000,3653000,1650000,1182000
ALLEN-COCHRAN ENTERPRISES  INC.,Arizona,AZ,1,10,1,1933000,0,1860000,73000,2160000,2160000,1206000,937000
AMERICAN LEADERSHIP ACADEMY  INC.,Arizona,AZ,3,10,1,3860000,55000,3684000,121000,2840000,2430000,1989000,1173000
FOUNTAIN HILLS CHARTER SCHOOL,Arizona,AZ,1,10,1,1162000,196000,731000,235000,1093000,1093000,410000,322000
CPLC COMMUNITY SCHOOLS DBA CALLI OLLIN HIGH SCHOOL,Arizona,AZ,2,10,1,708000,296000,380000,32000,682000,665000,242000,142000
HERMOSA MONTESSORI CHARTER SCHOOL,Arizona,AZ,1,10,1,1878000,399000,1333000,146000,1902000,1696000,1149000,893000
CASA BLANCA MIDDLE SCHOOL,Arizona,AZ,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
ARIZONA DEPARTMENT OF CORRECTIONS,Arizona,AZ,2,10,1,-1,-1,-1,-1,-1,-1,-1,-1
ACCELERATED LEARNING CENTER  INC.,Arizona,AZ,2,10,1,1853000,0,1843000,10000,1449000,1419000,826000,467000
ACCLAIM CHARTER SCHOOL,Arizona,AZ,1,10,1,3474000,1333000,2106000,35000,2792000,2560000,1469000,953000
GENESIS ACADEMY,Arizona,AZ,2,10,1,1712000,584000,1098000,30000,1069000,1054000,473000,188000
LUZ ACADEMY OF TUCSON  INC,Arizona,AZ,2,10,1,2220000,913000,1236000,71000,2003000,1851000,895000,419000
MONTESSORI SCHOOLHOUSE OF TUCSON  INC.,Arizona,AZ,1,10,1,567000,0,567000,0,620000,620000,389000,283000
ACADEMY OF EXCELLENCE  INC.,Arizona,AZ,1,10,1,1325000,521000,801000,3000,725000,648000,301000,177000
ACCELERATED ELEMENTARY AND SECONDARY SCHOOLS,Arizona,AZ,3,10,1,1692000,0,1677000,15000,1303000,1303000,950000,720000
AMERICAN HERITAGE ACADEMY,Arizona,AZ,3,10,1,3046000,0,3005000,41000,2766000,2736000,1852000,1569000
IDEABANC  INC.,Arizona,AZ,3,10,1,4964000,67000,4874000,23000,5340000,5330000,842000,837000
EMPLOY-ABILITY UNLIMITED  INC.,Arizona,AZ,3,10,1,2342000,666000,1642000,34000,2346000,2100000,1057000,787000
BASIS SCHOOL  INC.,Arizona,AZ,3,10,1,4788000,869000,3621000,298000,4228000,4129000,2282000,2082000
CHALLENGE SCHOOL  INC.,Arizona,AZ,1,10,1,4443000,1091000,2976000,376000,4357000,4081000,2326000,1440000
CHESTER NEWTON CHARTER AND MONTESSORI SCHOOL,Arizona,AZ,1,10,1,762000,278000,444000,40000,595000,570000,329000,177000
D.W. HIGGINS INSTITUTE,Arizona,AZ,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
DISCOVERY PLUS ACADEMY,Arizona,AZ,1,10,1,781000,278000,483000,20000,644000,630000,445000,357000
E.Q. SCHOLARS  INC.,Arizona,AZ,2,10,1,1124000,373000,740000,11000,1339000,1300000,687000,520000
ENTERPRISE ACADEMY,Arizona,AZ,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
FLORENCE CRITTENTON SERVICES OF ARIZONA  INC.,Arizona,AZ,3,10,1,1522000,290000,1172000,60000,2143000,2074000,1158000,552000
GEM CHARTER SCHOOL  INC.,Arizona,AZ,1,10,1,521000,109000,401000,11000,466000,466000,247000,172000
GLOBAL EDUCATION FOUNDATION,Arizona,AZ,1,10,1,1328000,154000,286000,888000,1179000,1146000,399000,261000
HA:SAN EDUCATIONAL SERVICES,Arizona,AZ,2,10,1,1885000,944000,916000,25000,2585000,2069000,1209000,539000
EAST VALLEY YOUTH AND FAMILY SUPPORT CENTERS  INC.,Arizona,AZ,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
EL DORADO PUBLIC CHARTER HIGH SCHOOL,Arizona,AZ,2,10,1,2038000,536000,1485000,17000,1853000,1815000,747000,368000
MEXICAYOTL ACADEMY  INC.,Arizona,AZ,1,10,1,1565000,488000,958000,119000,1097000,998000,638000,295000
NEW HORIZON SCHOOL FOR THE PERFORMING ARTS,Arizona,AZ,1,10,1,1300000,427000,818000,55000,1177000,1054000,678000,449000
NEW WEST SCHOOL,Arizona,AZ,1,10,1,338000,108000,230000,0,476000,427000,211000,134000
PHOENIX SCHOOL OF ACADEMIC EXCELLENCE THE,Arizona,AZ,2,10,1,905000,264000,629000,12000,987000,974000,449000,102000
SHONTO GOVERNING BOARD OF EDUCATION  INC.,Arizona,AZ,2,10,1,2221000,1147000,1074000,0,2194000,2053000,1505000,876000
RENAISSANCE EDUCATIONAL CONSORTIUM  INC.,Arizona,AZ,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
SEQUOIA CHOICE SCHOOLS  LLLP,Arizona,AZ,3,10,1,6824000,0,6595000,229000,7203000,7114000,3186000,2363000
TUCSON PREPARATORY SCHOOL,Arizona,AZ,2,10,1,1227000,245000,980000,2000,1211000,1211000,633000,297000
VISION CHARTER SCHOOL  INC.,Arizona,AZ,2,10,1,324000,63000,261000,0,358000,350000,240000,96000
WESTWIND CHILDREN'S SERVICES,Arizona,AZ,2,10,1,2461000,662000,1642000,157000,2584000,2573000,1203000,747000
VICKI A. ROMERO HIGH SCHOOL,Arizona,AZ,2,10,1,4099000,1890000,2092000,117000,3076000,2300000,1227000,813000
COCONINO COUNTY REGIONAL ACCOMMODATION SD,Arizona,AZ,2,10,1,2095000,371000,1406000,318000,2163000,2106000,877000,601000
ARIZONA ACADEMY OF SCIENCE AND TECHNOLOGY  INC.,Arizona,AZ,1,10,1,949000,299000,641000,9000,837000,797000,346000,226000
KEYSTONE MONTESSORI CHARTER SCHOOL  INC.,Arizona,AZ,3,10,1,3093000,304000,1164000,1625000,2943000,2213000,1541000,1058000
GREENLEE ALTERNATIVE SCHOOL DISTRICT,Arizona,AZ,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
BENCHMARK SCHOOL  INC.,Arizona,AZ,1,10,1,2845000,550000,2207000,88000,2887000,2887000,1709000,1472000
CAMBRIDGE ACADEMY  EAST   INC,Arizona,AZ,1,10,1,2869000,496000,2307000,66000,3231000,3058000,1936000,1172000
BALL CHARTER SCHOOLS (DOBSON),Arizona,AZ,1,10,1,4431000,965000,3120000,346000,3957000,3677000,2361000,1767000
PHOENIX EDUCATION MANAGEMENT  LLC,Arizona,AZ,1,10,1,4279000,357000,3911000,11000,6275000,5784000,3432000,2094000
STEPPING STONES ACADEMY,Arizona,AZ,1,10,1,1290000,291000,975000,24000,925000,925000,490000,366000
ADVANCED EDUCATION SERVICES  INC.,Arizona,AZ,1,10,1,843000,188000,602000,53000,1080000,1071000,635000,425000
EAST VALLEY ACADEMY,Arizona,AZ,1,10,1,139000,0,139000,0,141000,136000,71000,7000
LIBERTY TRADITIONAL CHARTER SCHOOL,Arizona,AZ,1,10,1,3197000,970000,2200000,27000,3012000,2872000,1644000,1062000
CHAMPION SCHOOLS  INC.,Arizona,AZ,1,10,1,2087000,0,2014000,73000,2413000,2267000,1308000,872000
SONORAN DESERT SCHOOL,Arizona,AZ,2,10,1,717000,117000,595000,5000,492000,487000,281000,171000
NORTHERN ARIZONA VOCATIONAL INSTITUTE OF TECHNOLOGY,Arizona,AZ,5,10,1,6732000,711000,4763000,1258000,6470000,6118000,522000,0
SHONTO GOVERNING BOARD OF EDUCATION    INC.,Arizona,AZ,N,10,1,10976000,10349000,55000,572000,9011000,7932000,3912000,1614000
PIMA COUNTY BOARD OF SUPERVISORS,Arizona,AZ,2,10,1,1535000,429000,882000,224000,1540000,1537000,1005000,456000
ACADEMY OF TUCSON  INC.,Arizona,AZ,3,10,1,4259000,811000,3251000,197000,4681000,4664000,2920000,2200000
MOUNTAIN ROSE ACADEMY  INC.,Arizona,AZ,2,10,1,2409000,0,2409000,0,3052000,3052000,1164000,613000
GREAT EXPECTATIONS ACADEMY,Arizona,AZ,1,10,1,1791000,19000,1649000,123000,1694000,1694000,945000,701000
DESERT SPRINGS ACADEMY,Arizona,AZ,1,10,1,954000,0,941000,13000,904000,761000,562000,421000
VECHIJ HIMDAG ALTERNATIVE SCHOOL  INC.,Arizona,AZ,2,10,1,986000,426000,339000,221000,635000,607000,276000,140000
MOUNTAIN OAK CHARTER SCHOOL  INC.,Arizona,AZ,1,10,1,1194000,246000,836000,112000,1225000,1225000,699000,597000
PARK VIEW SCHOOL  INC.,Arizona,AZ,1,10,1,1263000,273000,930000,60000,1365000,1365000,770000,600000
PAINTED PONY RANCH CHARTER SCHOOL,Arizona,AZ,1,10,1,837000,130000,696000,11000,754000,754000,473000,360000
MARY ELLEN HALVORSON EDUCATIONAL FOUNDATION. DBA: TRI-CITY P,Arizona,AZ,2,10,1,2100000,0,1838000,262000,1944000,1911000,1035000,926000
BENSON UNIFIED SCHOOL DISTRICT,Arizona,AZ,3,10,1,10380000,1803000,3568000,5009000,14125000,9243000,5668000,3325000
PAINTED DESERT DEMONSTRATION PROJECTS  INC.,Arizona,AZ,1,10,1,2735000,1969000,703000,63000,925000,754000,399000,250000
SHELBY SCHOOL THE,Arizona,AZ,3,10,1,581000,98000,463000,20000,519000,519000,348000,337000
PRECISION ACADEMY SYSTEMS  INC,Arizona,AZ,2,10,1,4351000,1348000,2998000,5000,4531000,4387000,2170000,838000
LITTLE LAMB COMMUNITY SCHOOL,Arizona,AZ,1,10,1,1605000,40000,1325000,240000,1331000,1243000,709000,584000
AMERICAN BASIC SCHOOLS LLC,Arizona,AZ,1,10,1,5214000,539000,4579000,96000,5375000,4994000,2788000,1818000
CAREER SUCCESS SCHOOLS,Arizona,AZ,3,10,1,6291000,1554000,4699000,38000,5613000,5439000,3653000,2228000
SOUTH POINTE PUBLIC CHARTER ELEMENTARY SCHOOL,Arizona,AZ,1,10,1,3057000,1161000,1895000,1000,2364000,2334000,732000,504000
DAISY EDUCATION CORPORATION DBA SONORAN SCIENCE ACADEMY,Arizona,AZ,3,10,1,5937000,1356000,4320000,261000,5321000,4716000,2917000,2153000
HORIZON COMMUNITY LEARNING CENTER  INC.,Arizona,AZ,3,10,1,11347000,2026000,7946000,1375000,9666000,8956000,6243000,4487000
SOUTH POINTE PUBLIC CHARTER JUNIOR HIGH SCHOOL,Arizona,AZ,1,10,1,1801000,649000,1150000,2000,1548000,1506000,535000,276000
MILESTONES CHARTER SCHOOL,Arizona,AZ,1,10,1,2305000,0,1566000,739000,1971000,1637000,1148000,716000
PATHFINDER CHARTER SCHOOL FOUNDATION,Arizona,AZ,1,10,1,5263000,1539000,3016000,708000,4595000,4129000,1930000,1402000
JAMES MADISON PREPARATORY SCHOOL,Arizona,AZ,2,10,1,1707000,351000,1214000,142000,1890000,1890000,1067000,888000
SELF DEVELOPMENT CHARTER SCHOOL,Arizona,AZ,1,10,1,2023000,0,1874000,149000,105000,105000,86000,86000
ACADEMY OF ARIZONA,Arizona,AZ,1,10,1,1449000,371000,990000,88000,1623000,1556000,594000,492000
EXCALIBUR CHARTER SCHOOL INC,Arizona,AZ,3,10,1,2860000,939000,1872000,49000,3548000,3435000,1780000,1415000
MISSION CHARTER SCHOOL  INC.,Arizona,AZ,3,10,1,3755000,813000,2876000,66000,2883000,2645000,1013000,481000
PARAMOUNT EDUCATION STUDIES INC,Arizona,AZ,1,10,1,2731000,224000,2364000,143000,2369000,2345000,954000,669000
METROPOLITAN ARTS INSTITUTE  INC.,Arizona,AZ,2,10,1,2025000,382000,1494000,149000,1524000,1486000,778000,636000
P.L.C. CHARTER SCHOOLS,Arizona,AZ,1,10,1,7751000,2357000,5176000,218000,5846000,5578000,3551000,2588000
FRANKLIN ARTS ACADEMIES,Arizona,AZ,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
PARAGON MANAGEMENT  INC.,Arizona,AZ,3,10,1,10730000,2579000,7465000,686000,9740000,8907000,5595000,3877000
SKYLINE SCHOOLS  INC.,Arizona,AZ,3,10,1,4285000,2356000,1647000,282000,3955000,3753000,1675000,816000
CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA CHART,Arizona,AZ,3,10,1,7713000,2286000,4833000,594000,6725000,6172000,2866000,2088000
CHOICE EDUCATION AND DEVELOPMENT CORPORATION - LEARNING CROS,Arizona,AZ,3,10,1,1052000,337000,712000,3000,1380000,1246000,413000,356000
CHOICE EDUCATION AND DEVELOPMENT CORPORATION - SEQUOIA VILLA,Arizona,AZ,1,10,1,1776000,581000,1182000,13000,1449000,1322000,670000,464000
TELESIS CENTER FOR LEARNING  INC.,Arizona,AZ,3,10,1,2749000,788000,1845000,116000,2441000,2275000,1362000,933000
E.A.G.L.E. ACADEMY  INC.,Arizona,AZ,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
DESERT TECHNOLOGY SCHOOLS  INC.,Arizona,AZ,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
LITTLE SINGER COMMUNITY SCHOOL BOARD INC.,Arizona,AZ,1,10,1,420000,256000,155000,9000,313000,301000,104000,61000
CESAR CHAVEZ LEARNING COMMUNITY  INC.,Arizona,AZ,3,10,1,-1,-1,-1,-1,-1,-1,-1,-1
SOUTHERN ARIZONA COMMUNITY ACADEMY  INC.,Arizona,AZ,2,10,1,1773000,50000,1670000,53000,2067000,2056000,1106000,877000
TUCSON COUNTRY DAY SCHOOL  INC.,Arizona,AZ,1,10,1,3934000,802000,2989000,143000,3974000,3934000,2678000,1787000
MULTIDIMENSIONAL LITERACY CORP.,Arizona,AZ,3,10,1,1506000,230000,1253000,23000,1409000,1254000,855000,616000
CHILDREN'S SUCCESS ACADEMY  INC.,Arizona,AZ,1,10,1,714000,212000,464000,38000,465000,465000,295000,202000
CARDEN OF TUCSON  INC.,Arizona,AZ,1,10,1,1028000,204000,794000,30000,823000,823000,482000,280000
SOUTHGATE ACADEMY  INC.,Arizona,AZ,3,10,1,6766000,1806000,4929000,31000,4118000,3908000,2680000,1308000
TAG ELEMENTARY  INC.,Arizona,AZ,1,10,1,1633000,331000,1271000,31000,1617000,1617000,979000,448000
EASTPOINTE HIGH SCHOOL  INC.,Arizona,AZ,2,10,1,1512000,0,1507000,5000,1662000,1659000,1268000,575000
PATAGONIA MONTESSORI ELEMENTARY SCHOOL,Arizona,AZ,1,10,1,455000,49000,187000,219000,320000,315000,178000,151000
SANTA CRUZ VALLEY OPPORTUNITIES IN EDUCATION  INC.,Arizona,AZ,1,10,1,591000,134000,414000,43000,515000,506000,241000,176000
PACE PREPARATORY ACADEMY  INC.,Arizona,AZ,2,10,1,938000,187000,692000,59000,629000,532000,123000,123000
KESTREL SCHOOLS  INC.,Arizona,AZ,2,10,1,746000,181000,542000,23000,742000,710000,425000,301000
JUNIPER TREE ACADEMY,Arizona,AZ,1,10,1,3839000,1169000,2555000,115000,2585000,2533000,1465000,855000
GAR  LLC DBA STUDENT CHOICE HIGH SCHOOL,Arizona,AZ,2,10,1,875000,0,873000,2000,540000,536000,350000,223000
AIBT NON-PROFIT CHARTER HIGH SCHOOL - PHOENIX,Arizona,AZ,2,10,1,2169000,577000,1575000,17000,2468000,2464000,1094000,625000
HIGHLAND FREE SCHOOL,Arizona,AZ,1,10,1,467000,52000,407000,8000,298000,285000,184000,150000
ACADEMY WITH COMMUNITY PARTNERS  INC,Arizona,AZ,2,10,1,1387000,402000,979000,6000,1156000,1136000,750000,496000
YOUNGTOWN PUBLIC CHARTER SCHOOL,Arizona,AZ,1,10,1,1339000,356000,946000,37000,1356000,1334000,882000,418000
DEER VALLEY CHARTER SCHOOLS  INC.,Arizona,AZ,2,10,1,491000,84000,402000,5000,390000,390000,262000,135000
WEST GILBERT CHARTER ELEMENTARY SCHOOL  INC.,Arizona,AZ,1,10,1,3946000,820000,2337000,789000,3576000,3241000,1884000,1128000
MOHAVE ACCELERATED LEARNING CENTER,Arizona,AZ,3,10,1,3578000,963000,2294000,321000,2950000,2720000,1837000,988000
MASADA CHARTER SCHOOL  INC.,Arizona,AZ,3,10,1,3551000,1056000,2455000,40000,2778000,2750000,1559000,1292000
HARVEST POWER COMMUNITY DEVELOPMENT GROUP  INC.,Arizona,AZ,3,10,1,8425000,3110000,5082000,233000,7402000,6696000,4057000,2139000
OLD PUEBLO CHILDREN'S ACADEMY,Arizona,AZ,1,10,1,462000,83000,364000,15000,622000,622000,312000,173000
OMEGA ALPHA ACADEMY,Arizona,AZ,3,10,1,4259000,1779000,2457000,23000,3960000,3805000,2546000,1507000
MONTESSORI HOUSE  INC.,Arizona,AZ,1,10,1,313000,68000,228000,17000,305000,305000,153000,153000
ADVANCED EDUCATION SERVICES,Arizona,AZ,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
AIR ACADEMY CHARTER HIGH SCHOOL,Arizona,AZ,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
PREMIER CHARTER HIGH SCHOOL,Arizona,AZ,2,10,1,2206000,620000,1582000,4000,1708000,1645000,993000,499000
PAN-AMERICAN ELEMENTARY CHARTER,Arizona,AZ,3,10,1,3495000,933000,2255000,307000,3175000,2961000,1938000,1330000
KINGMAN UNIFIED SCHOOL DISTRICT,Arizona,AZ,3,10,1,65096000,9727000,18621000,36748000,79805000,49655000,28457000,17454000
EL CENTRO FOR THE STUDY OF PRIMARY AND SECONDARY EDUCATION,Arizona,AZ,1,10,1,1097000,500000,565000,32000,1114000,1114000,756000,463000
SIERRA SUMMIT ACADEMY,Arizona,AZ,2,10,1,339000,81000,256000,2000,248000,238000,146000,75000
LEGACY SCHOOLS,Arizona,AZ,1,10,1,2044000,428000,1547000,69000,2325000,2227000,1318000,989000
VISIONS UNLIMITED ACADEMY  INC.,Arizona,AZ,1,10,1,505000,189000,301000,15000,639000,639000,350000,307000
TWENTY FIRST CENTURY CHARTER SCHOOLS  INC.,Arizona,AZ,1,10,1,361000,9000,307000,45000,441000,441000,170000,102000
NORTH STAR CHARTER SCHOOL  INC.,Arizona,AZ,2,10,1,1000000,207000,786000,7000,1081000,1031000,339000,67000
CARDEN TRADITIONAL SCHOOL OF SURPRISE  INC.,Arizona,AZ,1,10,1,4056000,1052000,2784000,220000,2293000,2072000,659000,354000
E-INSTITUTE CHARTER SCHOOLS  INC.,Arizona,AZ,2,10,1,3290000,616000,2513000,161000,1776000,1753000,260000,230000
IRA H. HAYES MEMORIAL APPLIED LEARNING CENTER  INC.,Arizona,AZ,2,10,1,1632000,800000,670000,162000,1396000,1370000,775000,371000
NEW VISIONS ACADEMY  INC.,Arizona,AZ,2,10,1,822000,250000,568000,4000,732000,723000,476000,358000
DEVELOPING INNOVATIONS IN NAVAJO EDUCATION  INC. (DINE  INC.,Arizona,AZ,2,10,1,363000,191000,172000,0,195000,195000,147000,105000
