NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33
SWEDESBORO-WOOLWICH SCH DIST,NEW JERSEY,NJ,1,98,1,4491000,187000,2607000,1697000,4343000,2183000,1532000
WASHINGTON TWP SCH DIST,NEW JERSEY,NJ,3,98,1,83477000,1480000,45736000,36261000,94535000,50681000,32797000
WENONAH BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1669000,18000,500000,1151000,1581000,1012000,769000
WEST DEPTFORD SCH DIST,NEW JERSEY,NJ,3,98,1,28910000,925000,10455000,17530000,37099000,17337000,11571000
WESTVILLE BORO SCH DIST,NEW JERSEY,NJ,1,98,1,3256000,210000,1722000,1324000,2851000,1788000,1403000
WOODBURY HEIGHTS BORO SCH DIST,NEW JERSEY,NJ,1,98,1,2621000,49000,1138000,1434000,2598000,1384000,1038000
CLEARVIEW REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,98,1,17001000,255000,9562000,7184000,15699000,9384000,5975000
SOUTHERN GLOUCESTER CNTY REG HIGH SCH DIST,NEW JERSEY,NJ,2,98,1,18089000,390000,12616000,5083000,18582000,10918000,7181000
WOODBURY CITY SCH DIST,NEW JERSEY,NJ,3,98,1,18945000,825000,8463000,9657000,15751000,9681000,6945000
GATEWAY REGIONAL SCHOOL DIST,NEW JERSEY,NJ,2,98,1,12209000,326000,6308000,5575000,12733000,7165000,4359000
KINGSWAY REGIONAL HIGH SCHOOL DIST,NEW JERSEY,NJ,2,98,1,11195000,162000,5427000,5606000,11606000,6922000,4149000
EAST NEWARK BORO SCH DIST,NEW JERSEY,NJ,1,98,1,2562000,112000,1652000,798000,2775000,1015000,738000
GUTTENBERG TOWN SCHOOL DISTRICT,NEW JERSEY,NJ,1,98,1,8782000,450000,3227000,5105000,8544000,3233000,2279000
HOBOKEN CITY SCHOOL DISTRICT,NEW JERSEY,NJ,3,98,1,39926000,3546000,12425000,23955000,38040000,24561000,16826000
SECAUCAS TOWN SCH DIST,NEW JERSEY,NJ,3,98,1,18322000,484000,1994000,15844000,18473000,11412000,7456000
NORTH BERGENORTH TWP SCHOOL DIST,NEW JERSEY,NJ,3,98,1,59245000,2480000,24149000,32616000,55264000,34787000,23322000
WEEHAWKEN TWP SCH DIST,NEW JERSEY,NJ,3,98,1,12626000,670000,3002000,8954000,12277000,7833000,5510000
KEARNY TOWN SCHOOL DIST,NEW JERSEY,NJ,3,98,1,46108000,1140000,15937000,29031000,44795000,29865000,21437000
ALEXANDRIA TWP SCH DIST,NEW JERSEY,NJ,1,98,1,6196000,62000,1532000,4602000,5660000,3151000,2068000
BETHLEHEM TWP SCH DIST,NEW JERSEY,NJ,1,98,1,4713000,67000,1220000,3426000,4609000,2920000,1865000
BLOOMSBURY BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1503000,26000,514000,963000,1579000,697000,486000
CALIFON BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1380000,21000,319000,1040000,1393000,893000,608000
CLINTON TOWN SCH DIST,NEW JERSEY,NJ,1,98,1,4517000,88000,443000,3986000,4320000,2813000,1926000
CLINTON TWP SCH DIST,NEW JERSEY,NJ,1,98,1,14986000,121000,1645000,13220000,14924000,8595000,5603000
DELAWARE TWP SCH DIST,NEW JERSEY,NJ,1,98,1,4802000,58000,1352000,3392000,4512000,2978000,2021000
EAST AMWELL TWP SCH DIST,NEW JERSEY,NJ,1,98,1,4790000,88000,1062000,3640000,4751000,2829000,1950000
FLEMINGTON-RARITAN REG SCH DIST,NEW JERSEY,NJ,1,98,1,31463000,442000,4463000,26558000,29080000,16515000,11399000
FRANKLIN TWP SCH DIST,NEW JERSEY,NJ,1,98,1,3166000,29000,405000,2732000,3187000,1889000,1320000
FRENCHTOWN BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1668000,58000,741000,869000,1618000,1086000,721000
GLEN GARDNER BORO SCH DISTRICT,NEW JERSEY,NJ,6,98,1,1778000,0,451000,1327000,1874000,12000,0
HAMPTON BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1746000,39000,738000,969000,1687000,977000,683000
HIGH BRIDGE BORO SCH DIST,NEW JERSEY,NJ,1,98,1,5420000,70000,1903000,3447000,12451000,3215000,2175000
HOLLAND TWP SCH DIST,NEW JERSEY,NJ,1,98,1,6009000,89000,1925000,3995000,5850000,3556000,2508000
HUNTERDON CENTRAL HIGH SCH DIST,NEW JERSEY,NJ,2,98,1,32206000,324000,7051000,24831000,32707000,15761000,9521000
KINGWOOD TWP SCH DIST,NEW JERSEY,NJ,1,98,1,4191000,80000,1247000,2864000,3861000,2285000,1606000
LAMBERTVILLE CITY SCHOOL DIST,NEW JERSEY,NJ,1,98,1,2442000,72000,333000,2037000,2461000,1574000,1171000
LEBANON BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1681000,18000,161000,1502000,1608000,857000,572000
LEBANON TWP SCH DIST,NEW JERSEY,NJ,1,98,1,7898000,132000,1647000,6119000,7543000,4421000,2965000
MILFORD BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1488000,39000,338000,1111000,1480000,792000,527000
NORTH HUNTERDON-VORHEES REG SCH DIST,NEW JERSEY,NJ,2,98,1,27998000,324000,6634000,21040000,28213000,16710000,11507000
READINGTON TWP SCH DIST,NEW JERSEY,NJ,1,98,1,17645000,193000,2143000,15309000,19317000,10497000,7350000
STOCKTON BORO SCH DIST,NEW JERSEY,NJ,1,98,1,412000,5000,49000,358000,413000,288000,185000
TEWKSBURY TWP SCH DIST,NEW JERSEY,NJ,1,98,1,6283000,77000,670000,5536000,6080000,3693000,2483000
UNION TWP SCH DIST,NEW JERSEY,NJ,1,98,1,4650000,66000,592000,3992000,4677000,2792000,1923000
WEST AMWELL TWP SCH DIST,NEW JERSEY,NJ,1,98,1,1864000,30000,276000,1558000,1904000,1183000,858000
HUNTERDON CO EDUC SERV COMM,NEW JERSEY,NJ,7,98,1,8742000,265000,758000,7719000,8738000,3219000,1690000
DELAWARE VALLEY REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,98,1,10497000,118000,3573000,6806000,9552000,5143000,3553000
SOUTH HUNTERDON REGIONAL HIGH SCHOOL DIST,NEW JERSEY,NJ,2,98,1,5940000,99000,902000,4939000,5670000,3257000,2196000
EAST WINDOR REGIONAL SCHOOL DIST,NEW JERSEY,NJ,3,98,1,48588000,825000,13357000,34406000,45910000,27650000,18079000
EWING TWP SCH DIST,NEW JERSEY,NJ,3,98,1,43894000,900000,6776000,36218000,42218000,23555000,16484000
HAMILTON TWP SCH DIST,NEW JERSEY,NJ,3,98,1,116899000,3040000,44427000,69432000,116331000,71035000,47451000
HOPEWELL VALLEY REG SCH DIST,NEW JERSEY,NJ,3,98,1,33702000,356000,3744000,29602000,33183000,19279000,13021000
LAWRENCE TWP SCH DIST,NEW JERSEY,NJ,3,98,1,47432000,837000,5709000,40886000,39487000,24199000,16660000
PRINCETON REG SCH DIST,NEW JERSEY,NJ,3,98,1,38352000,598000,4413000,33341000,37751000,23368000,15185000
WASHINGTON TWP SCH DIST,NEW JERSEY,NJ,1,98,1,10366000,160000,1344000,8862000,10464000,4072000,2808000
WEST WINDSOR-PLAINSBORO REG SCH DIST,NEW JERSEY,NJ,3,98,1,90564000,1069000,11077000,78418000,90134000,47108000,29760000
CARTERET BORO SCH DIST,NEW JERSEY,NJ,3,98,1,30370000,1132000,10850000,18388000,30501000,17330000,12587000
CRANBURY TWP SCH DIST,NEW JERSEY,NJ,1,98,1,7095000,84000,661000,6350000,7078000,3044000,2221000
DUNELLEN BORO SCH DIST,NEW JERSEY,NJ,3,98,1,9951000,230000,3266000,6455000,9365000,5407000,3865000
EAST BRUNSWICK TWP SCH DIST,NEW JERSEY,NJ,3,98,1,76551000,1813000,17922000,56816000,84654000,46647000,30985000
HELMETTA BORO SCH DIST,NEW JERSEY,NJ,6,98,1,1739000,20000,704000,1015000,1719000,29000,14000
HIGHLAND PARK BORO SCHOOL DIST,NEW JERSEY,NJ,3,98,1,18451000,507000,4079000,13865000,23709000,10439000,7536000
JAMESBURG BORO SCH DIST,NEW JERSEY,NJ,1,98,1,7631000,209000,2917000,4505000,10587000,2590000,1803000
OLD BRIDGE TWP PUBLIC SCHS.,NEW JERSEY,NJ,3,98,1,91105000,1623000,34652000,54830000,91798000,55965000,38895000
METUCHEN BORO SCH DIST,NEW JERSEY,NJ,3,98,1,18212000,255000,2230000,15727000,18878000,12102000,8320000
MIDDLESEX BORO SCH DIST,NEW JERSEY,NJ,3,98,1,28339000,398000,5192000,22749000,19599000,12197000,8401000
MILLTOWN BORO SCH DIST,NEW JERSEY,NJ,1,98,1,8646000,122000,1272000,7252000,10030000,3479000,2319000
MONROE TWP SCH DIST,NEW JERSEY,NJ,3,98,1,31350000,454000,3907000,26989000,31253000,18298000,11342000
NORTH BRUNSWICK TWP SCH DIST,NEW JERSEY,NJ,3,98,1,44041000,843000,9263000,33935000,47305000,25997000,17379000
PISCATAWAY TWP SCH DIST,NEW JERSEY,NJ,3,98,1,68068000,1429000,16126000,50513000,66365000,40337000,27882000
SAYREVILLE BORO SCH DIST,NEW JERSEY,NJ,3,98,1,42503000,1031000,11530000,29942000,41235000,25105000,17482000
SOUTH BRUNSWICK TWP SCH DIST,NEW JERSEY,NJ,3,98,1,65644000,1029000,7715000,56900000,66261000,35725000,23085000
SOUTH PLAINFIELD BORO SCHOOL DIST,NEW JERSEY,NJ,3,98,1,33970000,713000,5328000,27929000,34253000,20829000,14638000
SOUTH RIVER BORO SCH DIST,NEW JERSEY,NJ,3,98,1,18356000,645000,6263000,11448000,21102000,9437000,6716000
SPOTSWOOD BORO SCH DIST,NEW JERSEY,NJ,3,98,1,14453000,298000,3795000,10360000,15055000,8807000,5757000
WOODBRIDGE TWP SCH DIST,NEW JERSEY,NJ,3,98,1,117062000,2296000,18086000,96680000,115036000,77182000,50946000
MIDDLESEX CO ED SERV COMM,NEW JERSEY,NJ,7,98,1,18912000,201000,5047000,13664000,18707000,4031000,2554000
PERTH AMBOY SCH DIST,NEW JERSEY,NJ,3,98,1,97798000,5951000,70956000,20891000,99058000,47269000,31716000
SOUTH AMBOY CITY SCHOOL DIST,NEW JERSEY,NJ,3,98,1,11495000,339000,4603000,6553000,10955000,6298000,4455000
ALLENHURST BORO SCH DIST,NEW JERSEY,NJ,6,98,1,202000,0,45000,157000,218000,41000,0
COLTS NECK TWP SCH DIST,NEW JERSEY,NJ,1,98,1,10423000,263000,1191000,8969000,11324000,6237000,4202000
ATLANTIC HIGHLANDS SCHOOL DIST,NEW JERSEY,NJ,1,98,1,3150000,95000,426000,2629000,2996000,1807000,1329000
AVON BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1769000,26000,231000,1512000,1993000,1016000,699000
BELMAR BORO SCH DIST,NEW JERSEY,NJ,1,98,1,7669000,361000,1724000,5584000,7661000,3749000,2642000
BRADLEY BEACH BORO SCH DIST,NEW JERSEY,NJ,1,98,1,5582000,315000,1196000,4071000,5432000,2350000,1760000
BRIELLE BORO SCH DIST,NEW JERSEY,NJ,1,98,1,5646000,69000,588000,4989000,5487000,2534000,1897000
DEAL BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1592000,20000,191000,1381000,1581000,914000,671000
EATONTOWNBORO SCH DIST,NEW JERSEY,NJ,1,98,1,14005000,2607000,4579000,6819000,14929000,9141000,6739000
FAIR HAVEN BORO SCH DIST,NEW JERSEY,NJ,1,98,1,7123000,125000,842000,6156000,9644000,4520000,3204000
FARMINGDALE BORO SCH DIST,NEW JERSEY,NJ,1,98,1,2043000,33000,803000,1207000,1915000,1118000,768000
FREEHOLD BORO SCH DIST,NEW JERSEY,NJ,1,98,1,9992000,561000,3998000,5433000,14187000,5700000,3990000
FREEHOLD TWP SCH DIST,NEW JERSEY,NJ,1,98,1,30238000,584000,5984000,23670000,32457000,19178000,12633000
FREEHOLD REGIONAL HIGH SCH DIST,NEW JERSEY,NJ,2,98,1,80223000,1079000,37397000,41747000,90491000,47491000,27970000
HIGHLANDS BORO SCH DIST,NEW JERSEY,NJ,1,98,1,3110000,161000,628000,2321000,4298000,1501000,976000
HOLMDEL TWP SCH DIST,NEW JERSEY,NJ,3,98,1,29948000,199000,3513000,26236000,42323000,18594000,12004000
HOWELL TWP SCH DIST,NEW JERSEY,NJ,1,98,1,60739000,1032000,25679000,34028000,64034000,35926000,24070000
INTERLAKEN BORO SCH DIST,NEW JERSEY,NJ,6,98,1,215000,0,21000,194000,248000,30000,0
KEANSBURG BORO SCH DIST,NEW JERSEY,NJ,3,98,1,22560000,1142000,16494000,4924000,22075000,10491000,8021000
KEYPORT BORO SCH DIST,NEW JERSEY,NJ,3,98,1,12678000,426000,5247000,7005000,12260000,7657000,5314000
LITTLE SILVER BOROUGH SCH DIST,NEW JERSEY,NJ,1,98,1,6825000,83000,718000,6024000,6565000,4027000,2930000
MANALAPAN-ENGLISHTOWN REG SCH DIST,NEW JERSEY,NJ,1,98,1,42021000,584000,16695000,24742000,40438000,25628000,16940000
MANASQUAN BORO SCH DIST,NEW JERSEY,NJ,3,98,1,14462000,186000,1389000,12887000,14680000,8374000,5680000
MARLBORO TWP SCH DIST,NEW JERSEY,NJ,1,98,1,39600000,453000,11698000,27449000,44682000,23824000,15371000
MATAWAN-ABERDEEN REG SCH DIST,NEW JERSEY,NJ,3,98,1,40453000,817000,11013000,28623000,42540000,24762000,16001000
MIDDLETOWN TWP SCH DIST,NEW JERSEY,NJ,3,98,1,103789000,1709000,21421000,80659000,101787000,59743000,42445000
MILLSTONE TWP SCH DIST,NEW JERSEY,NJ,1,98,1,14085000,271000,2750000,11064000,14306000,6042000,3787000
MONMOUTH BEACH BORO SCH DIST,NEW JERSEY,NJ,1,98,1,2424000,36000,330000,2058000,2450000,1707000,1236000
NEPTUNE CITY BORO SCHOOL DIST,NEW JERSEY,NJ,1,98,1,4456000,187000,1242000,3027000,4530000,2048000,1430000
NEPTUNE TWP BOARD OF EDUC,NEW JERSEY,NJ,3,98,1,53410000,2071000,17341000,33998000,45080000,23052000,16865000
OCEAN TWP SCHOOL DIST,NEW JERSEY,NJ,3,98,1,40665000,781000,10761000,29123000,46250000,25379000,17306000
OCEANPORT BORO SCH DIST,NEW JERSEY,NJ,1,98,1,5897000,115000,648000,5134000,6979000,3755000,2673000
HAZLET TWP SCH DIST,NEW JERSEY,NJ,3,98,1,33117000,555000,12266000,20296000,30381000,19537000,13360000
RED BANK BORO SCH DIST,NEW JERSEY,NJ,1,98,1,10974000,605000,2198000,8171000,10416000,6136000,3903000
ROOSEVELT BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1761000,20000,575000,1166000,1876000,667000,443000
RUMSON BORO SCH DIST,NEW JERSEY,NJ,1,98,1,7611000,84000,851000,6676000,7744000,4993000,3507000
RUMSON FAIR HAVEN REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,98,1,8785000,53000,894000,7838000,8628000,5053000,3176000
SEA BRIGHT BORO SCH DIST,NEW JERSEY,NJ,6,98,1,780000,0,105000,675000,772000,10000,0
SEA GIRT SCH DIST,NEW JERSEY,NJ,1,98,1,2896000,5000,199000,2692000,2783000,1249000,893000
SHREWSBURY BORO SCH DIST,NEW JERSEY,NJ,1,98,1,4103000,56000,466000,3581000,3846000,2244000,1557000
TINTON FALLS SCH DIST,NEW JERSEY,NJ,1,98,1,17886000,1282000,3467000,13137000,18216000,9176000,6675000
SOUTH BELMAR BORO SCH DIST,NEW JERSEY,NJ,6,98,1,1659000,0,149000,1510000,1620000,25000,0
SPRING LAKE BORO SCH DIST,NEW JERSEY,NJ,1,98,1,3878000,41000,521000,3316000,3955000,1584000,1081000
SPRING LAKE HGHT BORO SCH DIST,NEW JERSEY,NJ,1,98,1,4790000,224000,589000,3977000,4530000,1945000,1436000
UNION BEACH BORO SCH DIST,NEW JERSEY,NJ,1,98,1,11879000,346000,7366000,4167000,11166000,4951000,3294000
UPPER FREEHOLD REG SCHOOL DIST,NEW JERSEY,NJ,3,98,1,16591000,211000,3497000,12883000,16549000,9915000,6348000
WALL TWP SCH DIST,NEW JERSEY,NJ,3,98,1,36343000,501000,5838000,30004000,34461000,20745000,13628000
WEST LONG BRANCH SCH DIST,NEW JERSEY,NJ,1,98,1,6080000,49000,668000,5363000,5907000,3201000,2261000
MONMOUTH-OCEAN EDUC SERV COMM,NEW JERSEY,NJ,7,98,1,20731000,119000,4723000,15889000,19764000,3328000,1511000
MONMOUTH REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,98,1,17428000,982000,4746000,11700000,21515000,9230000,6017000
HENRY HUDSON REGIONAL SCH DIST,NEW JERSEY,NJ,2,98,1,6587000,181000,1186000,5220000,6099000,3468000,2344000
SHORE REG HIGH SCH DIST,NEW JERSEY,NJ,2,98,1,8762000,58000,947000,7757000,8830000,4996000,3265000
ASBURY PARK SCHOOL DISTRICT,NEW JERSEY,NJ,3,98,1,42630000,3638000,31556000,7436000,45349000,23708000,15694000
LONG BRANCH CITY SCH DIST,NEW JERSEY,NJ,3,98,1,53935000,3810000,28315000,21810000,51481000,29752000,20264000
RED BANK REGIONAL HIGH SCH DIST,NEW JERSEY,NJ,2,98,1,14788000,309000,2223000,12256000,13975000,7515000,5272000
BOONTON TOWN SCH DIST,NEW JERSEY,NJ,3,98,1,13906000,285000,2018000,11603000,14053000,8440000,5695000
BOONTON TWP SCH DIST,NEW JERSEY,NJ,1,98,1,5844000,46000,581000,5217000,6031000,2543000,1970000
BUTLER BORO SCH DIST,NEW JERSEY,NJ,3,98,1,13963000,230000,2995000,10738000,13486000,8543000,5443000
CHESTER TWP SCH DIST,NEW JERSEY,NJ,1,98,1,11370000,166000,1409000,9795000,12601000,6686000,4548000
DENVILLE TWP SCH DIST,NEW JERSEY,NJ,1,98,1,12844000,149000,1766000,10929000,13692000,8032000,5457000
DOVER TOWN SCH DIST,NEW JERSEY,NJ,3,98,1,26306000,1299000,10882000,14125000,26777000,15574000,10816000
EAST HANOVER TWP SCH DIST,NEW JERSEY,NJ,1,98,1,11299000,122000,1193000,9984000,10691000,7060000,4623000
FLORHAM PARK BORO SCH DISTRICT,NEW JERSEY,NJ,1,98,1,8840000,49000,935000,7856000,10057000,5225000,3538000
HANOVER PARK HIGH SCHOOL DIST,NEW JERSEY,NJ,2,98,1,18410000,98000,1900000,16412000,18328000,12093000,7764000
HANOVER TWP SCH DIST,NEW JERSEY,NJ,1,98,1,13906000,117000,1461000,12328000,14025000,8895000,5914000
HARDING TWP SCH DIST,NEW JERSEY,NJ,1,98,1,4860000,25000,493000,4342000,4710000,2431000,1613000
JEFFERSON TWP SCH DIST,NEW JERSEY,NJ,3,98,1,31307000,571000,11370000,19366000,30136000,19623000,13140000
KINNELON BORO SCH DIST,NEW JERSEY,NJ,3,98,1,18270000,141000,2475000,15654000,18261000,11083000,7753000
LINCOLN PARK BORO SCHOOL DIST,NEW JERSEY,NJ,1,98,1,14010000,270000,2139000,11601000,14005000,5998000,4160000
MADISON BORO SCH DIST,NEW JERSEY,NJ,3,98,1,22622000,319000,2264000,20039000,25753000,14329000,9931000
MENDHAM BORO SCH DIST,NEW JERSEY,NJ,1,98,1,5478000,68000,712000,4698000,5358000,3255000,2309000
MENDHAM TWP SCH DIST,NEW JERSEY,NJ,1,98,1,7086000,59000,763000,6264000,7144000,4428000,3050000
MINE HILL TWP SCH DIST,NEW JERSEY,NJ,1,98,1,3920000,52000,463000,3405000,4080000,1749000,1265000
MONTVILLE TWP SCH DIST,NEW JERSEY,NJ,3,98,1,32764000,262000,3293000,29209000,31989000,18984000,13095000
MORRIS HILLS REGIONAL DIST,NEW JERSEY,NJ,2,98,1,29987000,269000,6907000,22811000,30095000,20030000,12342000
MORRIS PLAINS SCH DIST,NEW JERSEY,NJ,1,98,1,8005000,73000,704000,7228000,7596000,3867000,2731000
MORRIS SCH DIST,NEW JERSEY,NJ,3,98,1,58967000,1449000,9320000,48198000,57621000,33161000,21439000
MOUNT ARLINGTON BORO SCH DIST,NEW JERSEY,NJ,1,98,1,5734000,107000,923000,4704000,5920000,2458000,1704000
MT OLIVE TWP SCH DIST,NEW JERSEY,NJ,3,98,1,41308000,665000,13310000,27333000,41418000,25203000,16613000
MOUNTAIN LAKES BORO SCH DIST,NEW JERSEY,NJ,3,98,1,20048000,163000,1703000,18182000,19195000,12615000,9985000
NETCONG BORO SCH DIST,NEW JERSEY,NJ,1,98,1,2788000,33000,713000,2042000,2596000,1652000,1170000
PARSIPPANY TROY HILLS SCHOOL DIST,NEW JERSEY,NJ,3,98,1,70724000,1069000,8870000,60785000,73918000,48614000,32504000
LONG HILL TWP SCHOOL DIST,NEW JERSEY,NJ,1,98,1,8855000,99000,1018000,7738000,8880000,4834000,3219000
PEQUANNOCK TWP SCH DIST,NEW JERSEY,NJ,3,98,1,22028000,216000,3715000,18097000,21352000,13854000,9621000
RANDOLPH TWP SCH DIST,NEW JERSEY,NJ,3,98,1,46138000,509000,12860000,32769000,50710000,30290000,19019000
RIVERDALE BORO SCH DIST,NEW JERSEY,NJ,1,98,1,3657000,55000,402000,3200000,3453000,1774000,1175000
ROCKAWAY BORO SCH DIST,NEW JERSEY,NJ,1,98,1,4983000,96000,754000,4133000,5600000,3131000,2177000
ROCKAWAY TWP SCH DIST,NEW JERSEY,NJ,1,98,1,26476000,546000,3138000,22792000,24833000,16051000,10116000
ROXBURY TWP SCH DIST,NEW JERSEY,NJ,3,98,1,42703000,569000,14875000,27259000,42016000,26620000,17415000
VICTORY GARDENS SCH DIST,NEW JERSEY,NJ,6,98,1,1878000,0,1089000,789000,1798000,12000,1000
WASHINGTON TWP SCH DIST,NEW JERSEY,NJ,1,98,1,24154000,299000,9006000,14849000,23761000,15492000,10806000
WHARTON BORO SCH DIST,NEW JERSEY,NJ,1,98,1,6428000,192000,2169000,4067000,6179000,3918000,2866000
MORRIS CO EDUC SERV COMM,NEW JERSEY,NJ,7,98,1,13433000,11000,1054000,12368000,14821000,2675000,1121000
CHATHAMS SCHOOL DISTRICT,NEW JERSEY,NJ,3,98,1,28171000,281000,3035000,24855000,28116000,18797000,12570000
WEST MORRIS HIGH SCH DIST,NEW JERSEY,NJ,2,98,1,27689000,236000,6695000,20758000,26910000,16714000,11463000
BAY HEAD BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1464000,1000,117000,1346000,1419000,773000,486000
BEACH HAVEN BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1030000,10000,119000,901000,1049000,722000,457000
BERKELEY TWP SCH DIST,NEW JERSEY,NJ,1,98,1,14509000,435000,2551000,11523000,14463000,9388000,6361000
BRICK TWP SCH DIST,NEW JERSEY,NJ,3,98,1,90272000,1911000,30220000,58141000,90820000,53826000,35193000
CENTRAL REG HIGH SCHOOL DIST,NEW JERSEY,NJ,2,98,1,19854000,421000,3353000,16080000,20378000,12382000,8109000
EAGLESWOOD TWP SCH DIST,NEW JERSEY,NJ,1,98,1,1434000,55000,688000,691000,1359000,832000,540000
ISLAND HEIGHTS BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1472000,5000,214000,1253000,1494000,852000,595000
JACKSON TWP SCH DIST,NEW JERSEY,NJ,3,98,1,64213000,1481000,31990000,30742000,61965000,38365000,25698000
LACEY TWP SCH DIST,NEW JERSEY,NJ,3,98,1,37817000,821000,17594000,19402000,45210000,22063000,14864000
LAKEHURST BORO SCH DIST,NEW JERSEY,NJ,1,98,1,5770000,498000,4186000,1086000,5801000,2931000,2149000
LAKEWOOD TWP SCH DIST,NEW JERSEY,NJ,3,98,1,56673000,3843000,25634000,27196000,57527000,28296000,21226000
LAVALLETTE BORO SCH DIST,NEW JERSEY,NJ,1,98,1,2615000,31000,254000,2330000,2476000,1059000,732000
LITTLE EGG HARBOR TWP SCH DIST,NEW JERSEY,NJ,1,98,1,13651000,425000,6309000,6917000,13629000,7496000,5290000
LONG BEACH ISLAND SCH DIST,NEW JERSEY,NJ,1,98,1,4761000,121000,589000,4051000,4696000,2846000,1758000
MANCHESTER TWP SCH DIST,NEW JERSEY,NJ,3,98,1,29013000,695000,4993000,23325000,28681000,16589000,10365000
MANTOLOKING BORO SCH DIST,NEW JERSEY,NJ,6,98,1,227000,0,9000,218000,174000,30000,22000
OCEAN TWP SCH DIST,NEW JERSEY,NJ,1,98,1,11889000,290000,4470000,7129000,12135000,3377000,2215000
OCEAN GATE BORO SCH DIST,NEW JERSEY,NJ,1,98,1,1809000,75000,716000,1018000,1702000,829000,557000
PLUMSTED TWP SCH DIST,NEW JERSEY,NJ,1,98,1,12084000,455000,6469000,5160000,12697000,4481000,2922000
POINT PLEASANT BOROUGH SCH DIST,NEW JERSEY,NJ,3,98,1,26289000,504000,6562000,19223000,26324000,14532000,10271000
PT PLEASANT BEACH BORO SCH DIST,NEW JERSEY,NJ,3,98,1,9439000,133000,1154000,8152000,9032000,5753000,3809000
SEASIDE HGHTS BORO SCHOOL DIST,NEW JERSEY,NJ,1,98,1,2796000,186000,522000,2088000,2590000,1445000,1007000
SEASIDE PARK BORO SCHOOL DIST,NEW JERSEY,NJ,1,98,1,1361000,22000,186000,1153000,1326000,790000,513000
STAFFORD TWP SCH DIST,NEW JERSEY,NJ,1,98,1,15506000,543000,3860000,11103000,15439000,8825000,5545000
TOMS RIVER BORO SCH DIST,NEW JERSEY,NJ,3,98,1,145960000,2151000,64962000,78847000,152956000,96547000,61262000
TUCKERTON BORO SCH DIST,NEW JERSEY,NJ,1,98,1,2629000,114000,1143000,1372000,2487000,1453000,978000
BARNEGAT TWP SCH DIST,NEW JERSEY,NJ,1,98,1,27012000,557000,16501000,9954000,26023000,10478000,6688000
SOUTH REGIONAL HIGH SCH DIST,NEW JERSEY,NJ,2,98,1,36574000,667000,4067000,31840000,49745000,20664000,13594000
PINELANDS REG SCH DIST,NEW JERSEY,NJ,2,98,1,19770000,346000,9285000,10139000,17723000,11218000,6816000
BLOOMINGDALE BORO SCHOOL DIST,NEW JERSEY,NJ,1,98,1,10481000,196000,2318000,7967000,10324000,3798000,2607000
HALEDON BORO SCH DIST,NEW JERSEY,NJ,1,98,1,6463000,296000,2288000,3879000,6024000,3772000,2813000
HAWTHORNE BORO SCH DIST,NEW JERSEY,NJ,3,98,1,21218000,340000,2553000,18325000,20506000,13314000,9137000
LITTLE FALLS TWP SCH DIST,NEW JERSEY,NJ,1,98,1,6923000,140000,970000,5813000,6850000,4094000,2723000
NORTH HALEDONORTH BORO SCH DIST,NEW JERSEY,NJ,1,98,1,4943000,109000,653000,4181000,4809000,3149000,2334000
PASSAIC CO H SCH DIST 1,NEW JERSEY,NJ,2,98,1,13430000,170000,1578000,11682000,13240000,7365000,4695000
POMPTON LAKES BORO SCHOOL DIST,NEW JERSEY,NJ,3,98,1,16958000,240000,3815000,12903000,17997000,10177000,7098000
PROSPECT PARK BORO SCHOOL DIST,NEW JERSEY,NJ,1,98,1,5253000,230000,2795000,2228000,4959000,2658000,1985000
RINGWOOD BORO SCH DIST,NEW JERSEY,NJ,1,98,1,14914000,291000,4122000,10501000,14405000,9565000,6178000
TOTOWA BORO SCH DIST,NEW JERSEY,NJ,1,98,1,7834000,102000,924000,6808000,7609000,4902000,3436000
WANAQUE BORO SCH DIST,NEW JERSEY,NJ,1,98,1,9487000,221000,2895000,6371000,9389000,6043000,4111000
WAYNE TWP SCH DIST,NEW JERSEY,NJ,3,98,1,74496000,963000,8441000,65092000,72916000,49038000,32948000
WEST MILFORD TWP SCH DIST,NEW JERSEY,NJ,3,98,1,43758000,826000,15402000,27530000,43991000,29394000,19602000
WEST PATERSON BORO SCH DIST,NEW JERSEY,NJ,1,98,1,8007000,146000,1020000,6841000,7858000,4932000,3280000
