LEAID,NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33
400054,VILLA MONTESSORI CHARTER SCHOOL,ARIZONA,AZ,1,5,1,3307000,73000,2671000,563000,3070000,1448000,1069000
400055,"EDUPRENEURSHIP, INC.",ARIZONA,AZ,1,5,1,979000,52000,916000,11000,852000,476000,328000
400056,ARIZONA SCHOOL FOR THE ARTS,ARIZONA,AZ,3,5,1,2545000,0,2290000,255000,2270000,1288000,962000
400057,"ARIZONA CALL-A-TEEN YOUTH RESOURCES,",ARIZONA,AZ,2,5,1,1033000,117000,916000,0,806000,460000,220000
400059,SCOTTSDALE HORIZONS CHARTER SCHOOL,ARIZONA,AZ,1,5,1,1036000,43000,911000,82000,913000,512000,381000
400061,"INTELLI-SCHOOL, INC.",ARIZONA,AZ,2,5,1,1292000,218000,1011000,63000,1343000,356000,213000
400062,TERTULIA: A LEARNING COMMUNITY,ARIZONA,AZ,1,5,1,2046000,324000,1605000,117000,1670000,858000,410000
400064,"LAKE HAVASU CHARTER SCHOOL, INC.",ARIZONA,AZ,3,5,1,832000,61000,760000,11000,712000,409000,315000
400065,BENJAMIN FRANKLIN CHARTER SCHOOL,ARIZONA,AZ,1,5,1,6654000,0,6484000,170000,6127000,3451000,2483000
400067,"VICTORY HIGH SCHOOL, INC.",ARIZONA,AZ,2,5,1,359000,50000,305000,4000,166000,79000,40000
400068,MONTESSORI DAY PUBLIC SCHOOLS CHARTE,ARIZONA,AZ,1,5,1,2103000,97000,1934000,72000,1888000,940000,697000
400069,KHALSA MONTESSORI ELEMENTARY SCHOOLS,ARIZONA,AZ,1,5,1,831000,16000,742000,73000,634000,339000,242000
400070,TEMPE PREPARATORY ACADEMY,ARIZONA,AZ,2,5,1,2663000,0,1962000,701000,2381000,1552000,1333000
400071,"BRIGHT BEGINNINGS SCHOOL, INC.",ARIZONA,AZ,1,5,1,2645000,43000,2375000,227000,2029000,1452000,1196000
400072,MONTESSORI EDUCATION CENTRE CHARTER,ARIZONA,AZ,3,5,1,2434000,36000,2346000,52000,2345000,1360000,1121000
400073,ECOTECH ACADEMY OF SCIENCE AND AGRIC,ARIZONA,AZ,3,5,1,315000,48000,248000,19000,336000,164000,87000
400074,KINGMAN ACADEMY OF LEARNING,ARIZONA,AZ,3,5,1,8227000,516000,6698000,1013000,5719000,3625000,2114000
400075,YOUNG SCHOLARS ACADEMY CHARTER SCHOO,ARIZONA,AZ,1,5,1,2282000,86000,2089000,107000,1542000,910000,617000
400076,HOPI JR/SR HIGH SCHOOL,ARIZONA,AZ,2,5,1,489000,183000,301000,5000,8077000,4095000,101000
400077,NORTHERN ARIZONA ACADEMY FOR CAREER,ARIZONA,AZ,2,5,1,1144000,182000,935000,27000,827000,492000,206000
400078,EDGE SCHOOL  INC. THE,ARIZONA,AZ,2,5,1,1803000,460000,1333000,10000,1227000,721000,377000
400079,TUCSON YOUTH DEVELOPMENT/ACE CHARTER,ARIZONA,AZ,2,5,1,1333000,140000,1193000,0,964000,582000,304000
400081,PRESIDIO SCHOOL,ARIZONA,AZ,1,5,1,2704000,582000,2047000,75000,1921000,1137000,728000
400082,COLORADO R UNION HIGH SCH DIST 2,ARIZONA,AZ,2,5,1,15859000,1664000,4533000,9662000,13805000,7629000,4935000
400083,PPEP & AFFILIATES,ARIZONA,AZ,3,5,1,11832000,1440000,10254000,138000,9722000,3248000,2480000
400085,"TUCSON URBAN LEAGUE, INC.",ARIZONA,AZ,3,5,1,1501000,202000,944000,355000,952000,567000,299000
400087,CALLI OLLIN_ACADEMY,ARIZONA,AZ,2,5,1,523000,0,509000,14000,863000,236000,140000
400088,MINGUS MOUNTAIN ESTATE RESIDENTIAL C,ARIZONA,AZ,3,5,1,402000,11000,360000,31000,453000,365000,286000
400089,"SEDONA CHARTER SCHOOL, INC.",ARIZONA,AZ,1,5,1,1266000,64000,1072000,130000,862000,444000,391000
400090,MINGUS SPRINGS CHARTER SCHOOL,ARIZONA,AZ,1,5,1,1148000,78000,1054000,16000,841000,530000,375000
400092,"FRANKLIN PHONETIC PRIMARY SCHOOL, IN",ARIZONA,AZ,1,5,1,2077000,68000,1929000,80000,1845000,1108000,645000
400093,"SKYVIEW SCHOOL, INC.",ARIZONA,AZ,1,5,1,916000,44000,790000,82000,642000,363000,233000
400094,AZ-TEC HIGH SCHOOL,ARIZONA,AZ,2,5,1,666000,46000,572000,48000,582000,378000,167000
400095,"YUMA PRIVATE INDUSTRY COUNCIL, INC.",ARIZONA,AZ,2,5,1,743000,44000,699000,0,656000,333000,162000
400096,"MOUNTAIN SCHOOL, INC.",ARIZONA,AZ,1,5,1,862000,0,778000,84000,786000,397000,316000
400097,NORTHLAND PREPARATORY ACADEMY,ARIZONA,AZ,2,5,1,2355000,19000,1912000,424000,1612000,998000,807000
400098,FLAGSTAFF JUNIOR ACADEMY,ARIZONA,AZ,1,5,1,1431000,52000,1223000,156000,1409000,707000,576000
400099,LIBERTY HIGH SCHOOL,ARIZONA,AZ,2,5,1,484000,9000,464000,11000,408000,275000,170000
400100,BALL CHARTER SCHOOL (HEARN),ARIZONA,AZ,1,5,1,3453000,177000,3055000,221000,2208000,1461000,1077000
400101,"OMEGA SCHOOLS D.B.A. OMEGA ACADEMY,",ARIZONA,AZ,3,5,1,4629000,701000,3478000,450000,3389000,1740000,889000
400102,"FRIENDLY HOUSE, INC.",ARIZONA,AZ,1,5,1,1557000,267000,1259000,31000,1473000,714000,409000
400103,"OMBUDSMAN EDUCATIONAL SERVICES, LTD.",ARIZONA,AZ,3,5,1,2844000,45000,2796000,3000,2171000,1140000,1049000
400104,GLOBAL RENAISSANCE ACADEMY OF DISTIN,ARIZONA,AZ,3,5,1,221000,5000,202000,14000,239000,93000,93000
400105,"DCS PARTNER, INC. DBA DESTINY COMMUN",ARIZONA,AZ,1,5,1,1503000,65000,951000,487000,974000,429000,371000
400106,ARIZONA AGRIBUSINESS & EQUINE CENTER,ARIZONA,AZ,2,5,1,1850000,163000,1548000,139000,1271000,593000,330000
400107,INTERNATIONAL COMMERCE SECONDARY SCH,ARIZONA,AZ,2,5,1,419000,0,419000,0,389000,274000,274000
400108,HUMANITIES AND SCIENCES ACADEMY OF T,ARIZONA,AZ,2,5,1,6941000,0,6566000,375000,6035000,2493000,1856000
400109,"PHOENIX ADVANTAGE CHARTER SCHOOL, IN",ARIZONA,AZ,3,5,1,6254000,846000,4944000,464000,4824000,2118000,1474000
400111,"ALLEN-COCHRAN ENTERPRISES, INC.",ARIZONA,AZ,1,5,1,1876000,39000,1743000,94000,1810000,940000,751000
400112,EAGLES AERIE SCHOOLS,ARIZONA,AZ,3,5,1,1691000,82000,1405000,204000,1299000,846000,493000
400113,FOUNTAIN HILLS CHARTER SCHOOL,ARIZONA,AZ,1,5,1,1519000,0,1395000,124000,1381000,711000,572000
400114,CALLI OLLIN ACADEMY,ARIZONA,AZ,2,5,1,912000,83000,825000,4000,767000,290000,159000
400115,HERMOSA MONTESSORI CHARTER SCHOOL,ARIZONA,AZ,1,5,1,1522000,0,1428000,94000,1371000,785000,620000
400116,CASA BLANCA MIDDLE SCHOOL,ARIZONA,AZ,1,5,1,4066000,1863000,1497000,706000,3882000,2053000,649000
400121,"ACCELERATED LEARNING CENTER, INC.",ARIZONA,AZ,2,5,1,1974000,0,1966000,8000,1719000,1069000,468000
400122,ACCLAIM CHARTER SCHOOL,ARIZONA,AZ,1,5,1,2693000,402000,2224000,67000,2180000,1125000,737000
400124,GENESIS ACADEMY,ARIZONA,AZ,2,5,1,1116000,306000,752000,58000,661000,459000,262000
400125,"LUZ ACADEMY OF TUCSON, INC",ARIZONA,AZ,2,5,1,2270000,409000,1531000,330000,1810000,899000,549000
400126,"MONTESSORI SCHOOLHOUSE OF TUCSON, IN",ARIZONA,AZ,1,5,1,452000,7000,445000,0,413000,221000,137000
400128,"ACADEMY OF EXCELLENCE, INC.",ARIZONA,AZ,1,5,1,1429000,280000,1139000,10000,776000,304000,234000
400129,"ACCELERATED LEARNING LABORATORY, INC",ARIZONA,AZ,3,5,1,1654000,0,1654000,0,1653000,1119000,937000
400130,AMERICAN HERITAGE ACADEMY,ARIZONA,AZ,3,5,1,1794000,0,1757000,37000,1284000,945000,805000
400131,"IDEABANC, INC.",ARIZONA,AZ,3,5,1,4373000,429000,3902000,42000,3463000,938000,934000
400133,GENERAL HEALTH CORP. DBA ARIZONA YOU,ARIZONA,AZ,3,5,1,2563000,117000,2420000,26000,2121000,66000,66000
400134,"BASIS SCHOOL, INC.",ARIZONA,AZ,3,5,1,1860000,22000,1740000,98000,1611000,845000,748000
400135,"CHALLENGE SCHOOL, INC.",ARIZONA,AZ,1,5,1,3731000,271000,3058000,402000,2839000,1668000,1027000
400136,CHESTER-NEWTON CHARTER AND MONTESSOR,ARIZONA,AZ,1,5,1,478000,54000,413000,11000,404000,209000,141000
400138,D.W. HIGGINS INSTITUTE,ARIZONA,AZ,1,5,1,1183000,68000,1035000,80000,1008000,597000,428000
400139,DAVIS EDUCATION CENTER,ARIZONA,AZ,1,5,1,1406000,21000,1377000,8000,1309000,627000,396000
400141,DISCOVERY PLUS ACADEMY,ARIZONA,AZ,1,5,1,610000,103000,498000,9000,529000,391000,311000
400142,"E.Q. SCHOLARS, INC.",ARIZONA,AZ,2,5,1,703000,82000,610000,11000,624000,382000,251000
400143,ENTERPRISE ACADEMY,ARIZONA,AZ,3,5,1,785000,145000,635000,5000,425000,141000,72000
400144,FLORENCE CRITTENTON SERVICES OF ARIZ,ARIZONA,AZ,3,5,1,1046000,75000,925000,46000,832000,496000,333000
400145,"GEM CHARTER SCHOOL, INC.",ARIZONA,AZ,1,5,1,398000,8000,384000,6000,471000,209000,128000
400146,GLOBAL EDUCATION FOUNDATION,ARIZONA,AZ,3,5,1,965000,104000,815000,46000,813000,364000,263000
400147,HA:SAN EDUCATIONAL SERVICES,ARIZONA,AZ,2,5,1,1764000,754000,979000,31000,1548000,826000,436000
400148,EAST VALLEY YOUTH AND FAMILY SUPPORT,ARIZONA,AZ,3,5,1,1537000,177000,1305000,55000,1492000,791000,249000
400149,EL DORADO PUBLIC CHARTER HIGH SCHOOL,ARIZONA,AZ,2,5,1,1507000,77000,1418000,12000,1315000,601000,350000
400150,"MEXICAYOTL ACADEMY, INC.",ARIZONA,AZ,3,5,1,966000,84000,788000,94000,1000000,560000,328000
400151,NEW HORIZON SCHOOL FOR THE PERFORMIN,ARIZONA,AZ,1,5,1,1137000,116000,908000,113000,985000,506000,278000
400152,"NEW WEST CHARTER SCHOOL, INC.",ARIZONA,AZ,3,5,1,844000,58000,786000,0,831000,518000,357000
400153,PHOENIX SCHOOL OF ACADEMIC EXCELLENC,ARIZONA,AZ,3,5,1,1207000,212000,987000,8000,771000,363000,177000
400154,"SHONTO GOVERNING BOARD OF EDUCATION,",ARIZONA,AZ,2,5,1,2079000,1151000,928000,0,1530000,948000,641000
400155,"RENAISSANCE EDUCATIONAL CONSORTIUM,",ARIZONA,AZ,3,5,1,2057000,207000,1417000,433000,1829000,990000,693000
400157,"SEQUOIA CHOICE SCHOOLS, LLLP",ARIZONA,AZ,3,5,1,2786000,26000,2747000,13000,2574000,1014000,774000
400159,TUCSON PREPARATORY SCHOOL,ARIZONA,AZ,2,5,1,691000,1000,688000,2000,722000,349000,206000
400160,"VISION CHARTER SCHOOLS, INC.",ARIZONA,AZ,2,5,1,408000,0,396000,12000,448000,244000,145000
400161,WESTWIND CHILDREN`S SERVICES,ARIZONA,AZ,2,5,1,1840000,100000,1572000,168000,1261000,769000,581000
400162,WILSON CHARTER HIGH SCHOOL,ARIZONA,AZ,2,5,1,3091000,256000,2809000,26000,1960000,1016000,698000
400163,COCONINO COUNTY REGIONAL ACCOMODATIO,ARIZONA,AZ,3,5,1,4082000,122000,3908000,52000,3727000,375000,281000
400164,ARIZONA ACADEMY OF SCIENCE AND TECHN,ARIZONA,AZ,3,5,1,514000,0,506000,8000,500000,261000,192000
400165,"KEYSTONE MONTESSORI CHARTER SCHOOL,",ARIZONA,AZ,1,5,1,2591000,19000,1095000,1477000,1878000,1337000,941000
400177,"WIDE RUINS COMMUNITY SCHOOL, INC",ARIZONA,AZ,3,5,1,350000,209000,141000,0,145000,82000,61000
400178,GREENLEE ALTERNATIVE SCHOOL DISTRICT,ARIZONA,AZ,6,5,1,5000,0,3000,2000,9000,0,0
400181,"BENCHMARK SCHOOL, INC.",ARIZONA,AZ,1,5,1,2225000,27000,2127000,71000,1845000,1052000,966000
400182,"CAMBRIDGE ACADEMY  EAST,  INC",ARIZONA,AZ,1,5,1,1315000,14000,1201000,100000,1006000,662000,498000
400184,BALL CHARTER SCHOOLS (DOBSON),ARIZONA,AZ,1,5,1,3623000,198000,2886000,539000,3168000,1869000,1396000
400185,"PHOENIX EDUCATION MANAGEMENT, LLC,",ARIZONA,AZ,3,5,1,3864000,237000,3578000,49000,4899000,1968000,1251000
400187,STEPPING STONES ACADEMY,ARIZONA,AZ,1,5,1,1416000,33000,1215000,168000,1057000,575000,366000
400188,"ADVANCED EDUCATION SERVICES, INC.",ARIZONA,AZ,3,5,1,1026000,0,866000,160000,973000,671000,382000
400189,EAST VALLEY ACADEMY,ARIZONA,AZ,1,5,1,65000,0,65000,0,65000,28000,4000
400190,LIBERTY TRADITIONAL CHARTER SCHOOL,ARIZONA,AZ,1,5,1,2468000,356000,2090000,22000,1737000,947000,497000
400191,"APEX EDUCATION SYSTEMS, INC.",ARIZONA,AZ,1,5,1,1377000,17000,1277000,83000,1258000,690000,521000
400192,SONORAN DESERT SCHOOL,ARIZONA,AZ,2,5,1,496000,0,487000,9000,488000,236000,152000
400197,NORTHERN ARIZONA VOCATIONAL INSTITUT,ARIZONA,AZ,5,5,1,6887000,0,6000000,887000,6268000,324000,0
400198,"SHONTO GOVERNING BOARD OF EDUCATION,",ARIZONA,AZ,1,5,1,8116000,7732000,384000,0,6846000,3340000,1308000
400201,PIMA COUNTY BOARD OF SUPERVISORS,ARIZONA,AZ,2,5,1,1322000,200000,793000,329000,940000,643000,348000
400202,"ACADEMY OF TUCSON, INC.",ARIZONA,AZ,3,5,1,3552000,34000,3129000,389000,3175000,1839000,1334000
400204,"MOUNTAIN ROSE ACADEMY, INC.",ARIZONA,AZ,2,5,1,1905000,99000,1806000,0,1705000,746000,439000
400205,GREAT EXPECTATIONS ACADEMY,ARIZONA,AZ,1,5,1,1016000,39000,939000,38000,896000,599000,425000
400206,DESERT SPRINGS ACADEMY,ARIZONA,AZ,3,5,1,1633000,0,1608000,25000,1455000,944000,746000
400207,"VECHIJ HIMDAG ALTERNATIVE SCHOOL, IN",ARIZONA,AZ,3,5,1,1254000,432000,387000,435000,872000,532000,341000
400208,"MOUNTAIN OAK CHARTER SCHOOL, INC DBA",ARIZONA,AZ,1,5,1,1013000,52000,880000,81000,854000,499000,402000
400209,"PARK VIEW SCHOOL, INC.",ARIZONA,AZ,1,5,1,871000,54000,812000,5000,727000,420000,349000
400210,PAINTED PONY RANCH CHARTER SCHOOL,ARIZONA,AZ,1,5,1,556000,0,540000,16000,505000,291000,232000
400211,MARY ELLEN HALVORSON EDUCATIONAL FOU,ARIZONA,AZ,2,5,1,1298000,10000,1249000,39000,940000,594000,450000
400212,BENSON UNIFIED SCHOOL DISTRICT,ARIZONA,AZ,3,5,1,8424000,849000,3350000,4225000,7244000,4977000,3217000
400213,PAINTED DESERT DEMONSTRATION PROJECT,ARIZONA,AZ,1,5,1,780000,360000,375000,45000,406000,277000,148000
400214,SHELBY SCHOOL THE,ARIZONA,AZ,3,5,1,567000,58000,483000,26000,415000,228000,180000
400216,"PRECISION ACADEMY SYSTEMS, INC",ARIZONA,AZ,2,5,1,4420000,437000,3978000,5000,3987000,1793000,798000
400217,LITTLE LAMB COMMUNITY SCHOOL,ARIZONA,AZ,1,5,1,769000,73000,593000,103000,615000,337000,254000
400218,AMERICAN BASIC SCHOOLS LLC,ARIZONA,AZ,1,5,1,3770000,292000,3242000,236000,3268000,1513000,894000
400219,CAREER SUCCESS SCHOOLS,ARIZONA,AZ,3,5,1,4640000,348000,4120000,172000,4740000,2519000,1510000
400221,SCOTTSDALE EDUCATIONAL ENRICHMENT SC,ARIZONA,AZ,2,5,1,607000,27000,578000,2000,564000,273000,171000
400223,DAISY EDUCATION CORPORATION,ARIZONA,AZ,3,5,1,2391000,23000,2150000,218000,2160000,91000,26000
400224,TERRA NOVA ACADEMY,ARIZONA,AZ,1,5,1,1458000,311000,1147000,0,1503000,822000,533000
400225,"HORIZON COMMUNITY LEARNING CENTER, I",ARIZONA,AZ,3,5,1,8960000,135000,7277000,1548000,6226000,4236000,2943000
400227,SUN VALLEY PUBLIC CHARTER MIDDLE SCH,ARIZONA,AZ,1,5,1,314000,18000,296000,0,262000,95000,37000
400229,MILESTONES CHARTER SCHOOL,ARIZONA,AZ,1,5,1,1876000,18000,1286000,572000,1909000,821000,502000
400230,PATHFINDER CHARTER SCHOOL FOUNDATION,ARIZONA,AZ,1,5,1,3875000,588000,3037000,250000,3509000,1169000,781000
400231,JAMES MADISON PREPARATORY SCHOOL,ARIZONA,AZ,2,5,1,1172000,11000,1065000,96000,1048000,440000,327000
400232,SELF DEVELOPMENT CHARTER SCHOOL,ARIZONA,AZ,1,5,1,1181000,29000,1093000,59000,1072000,587000,426000
400234,ACADEMY OF ARIZONA,ARIZONA,AZ,1,5,1,2025000,72000,1950000,3000,2639000,826000,630000
400235,EXCALIBUR CHARTER SCHOOL INC,ARIZONA,AZ,3,5,1,3367000,185000,3112000,70000,2921000,1608000,979000
400236,"MISSION CHARTER SCHOOL, INC.",ARIZONA,AZ,1,5,1,760000,46000,677000,37000,664000,375000,258000
400237,PARAMOUNT EDUCATION STUDIES INC,ARIZONA,AZ,1,5,1,2615000,121000,2361000,133000,1986000,943000,618000
400238,"METROPOLITAN ARTS INSTITUTE, INC.",ARIZONA,AZ,2,5,1,1370000,11000,1319000,40000,1183000,644000,452000
400239,P.L.C. CHARTER SCHOOLS,ARIZONA,AZ,1,5,1,1198000,75000,1073000,50000,1041000,505000,321000
400240,"LIFE SCHOOL COLLEGE PREPARATORY, INC",ARIZONA,AZ,3,5,1,6495000,338000,5642000,515000,4504000,2382000,1509000
400241,"PARAGON MANAGEMENT, INC.",ARIZONA,AZ,1,5,1,5903000,249000,5268000,386000,4822000,2870000,1844000
400243,SKYLINE TECHNICAL HIGH SCHOOL,ARIZONA,AZ,3,5,1,2965000,282000,2574000,109000,2530000,1300000,584000
400244,"SEQUOIA CHARTER SCHOOL, INC.",ARIZONA,AZ,3,5,1,5005000,127000,4663000,215000,4667000,2179000,1358000
400245,"LEARNING CROSSROADS BASIC ACADEMY, I",ARIZONA,AZ,3,5,1,841000,0,819000,22000,801000,383000,315000
400246,"SEQUOIA VILLAGE SCHOOL, INC.",ARIZONA,AZ,3,5,1,1127000,33000,990000,104000,1137000,472000,301000
400248,"TELESIS CENTER FOR LEARNING, INC.",ARIZONA,AZ,3,5,1,1998000,0,1966000,32000,1694000,1163000,892000
400249,"E.A.G.L.E. ACADEMY, INC.",ARIZONA,AZ,3,5,1,1732000,171000,1541000,20000,1256000,735000,469000
400250,"DESERT TECHNOLOGY SCHOOLS, INC.",ARIZONA,AZ,2,5,1,1759000,138000,1485000,136000,1245000,699000,354000
400252,LITTLE SINGER COMMUNITY SCHOOL BOARD,ARIZONA,AZ,1,5,1,336000,185000,151000,0,132000,85000,75000
400253,"CESAR CHAVEZ MIDDLE SCHOOLS, INC.",ARIZONA,AZ,1,5,1,640000,137000,473000,30000,600000,308000,228000
400254,"SOUTHERN ARIZONA COMMUNITY ACADEMY,",ARIZONA,AZ,2,5,1,1843000,0,1841000,2000,1539000,944000,739000
400255,"TUCSON COUNTRY DAY SCHOOL, INC.",ARIZONA,AZ,1,5,1,2642000,61000,2462000,119000,1771000,1129000,865000
400256,MULTIDIMENSIONAL LITERACY CORP.,ARIZONA,AZ,3,5,1,1188000,252000,922000,14000,1169000,764000,446000
400257,CHILDRENS SUCCESS ACADEMY,ARIZONA,AZ,1,5,1,677000,116000,502000,59000,461000,364000,242000
400258,"CARDEN OF TUCSON, INC.",ARIZONA,AZ,1,5,1,792000,15000,749000,28000,710000,429000,296000
400259,"SOUTHGATE ACADEMY, INC.",ARIZONA,AZ,3,5,1,3677000,471000,3135000,71000,3001000,1308000,569000
400260,"TALENTED AND GIFTED CHARTER SCHOOL,",ARIZONA,AZ,1,5,1,1715000,23000,1659000,33000,1705000,940000,529000
400261,"EASTPOINTE HIGH SCHOOL, INC.",ARIZONA,AZ,2,5,1,2575000,25000,2126000,424000,2041000,1134000,489000
400263,PATAGONIA COMMUNITY MONTESSORI SCHOO,ARIZONA,AZ,1,5,1,261000,0,216000,45000,199000,108000,95000
400264,SANTA CRUZ VALLEY OPPORTUNITIES IN E,ARIZONA,AZ,1,5,1,622000,14000,461000,147000,550000,264000,205000
400266,"PACE PREPARATORY ACADEMY, INC.",ARIZONA,AZ,2,5,1,738000,72000,644000,22000,617000,228000,168000
400267,"KESTREL SCHOOLS, INC.",ARIZONA,AZ,2,5,1,557000,41000,507000,9000,469000,311000,191000
400268,JUNIPER TREE ACADEMY,ARIZONA,AZ,1,5,1,2692000,243000,2318000,131000,2021000,1157000,807000
400273,"GAR, LLC DBA STUDENT CHOICE HIGH SCH",ARIZONA,AZ,2,5,1,914000,43000,863000,8000,329000,230000,184000
400274,AIBT NON-PROFIT CHARTER HIGH SCHOOL,ARIZONA,AZ,2,5,1,926000,143000,776000,7000,816000,376000,195000
400275,HIGHLAND FREE SCHOOL,ARIZONA,AZ,1,5,1,638000,3000,258000,377000,282000,133000,88000
400276,ACADEMY WITH COMMUNITY PARTNERS  INC,ARIZONA,AZ,2,5,1,1233000,58000,1146000,29000,957000,573000,303000
400277,NEW JOY CHARTER SCHOOL,ARIZONA,AZ,1,5,1,1794000,761000,1027000,6000,1539000,620000,443000
400278,"DEER VALLEY CHARTER SCHOOLS, INC.",ARIZONA,AZ,2,5,1,800000,18000,774000,8000,785000,538000,301000
400279,WEST GILBERT CHARTER ELEMENTARY SCHO,ARIZONA,AZ,1,5,1,3244000,86000,2413000,745000,2325000,1101000,760000
400280,MOHAVE ACCELERATED LEARNING CENTER,ARIZONA,AZ,3,5,1,1777000,124000,1527000,126000,1248000,767000,506000
400281,"MASADA CHARTER SCHOOL, INC.",ARIZONA,AZ,3,5,1,1948000,229000,1708000,11000,1370000,804000,581000
400282,HARVEST POWER COMMUNITY DEVELOPMENT,ARIZONA,AZ,3,5,1,4647000,771000,3326000,550000,3429000,1401000,905000
400283,OLD PUEBLO CHILDREN`S ACADEMY,ARIZONA,AZ,1,5,1,661000,95000,562000,4000,719000,355000,160000
400284,OMEGA ALPHA ACADEMY,ARIZONA,AZ,3,5,1,4983000,981000,3983000,19000,3209000,1738000,1178000
400285,"MONTESSORI HOUSE, INC.",ARIZONA,AZ,1,5,1,243000,0,233000,10000,194000,89000,89000
400286,ADVANCED EDUCATION SERVICES,ARIZONA,AZ,3,5,1,683000,74000,584000,25000,739000,480000,338000
400287,AIR ACADEMY CHARTER HIGH SCHOOL,ARIZONA,AZ,2,5,1,1205000,125000,1074000,6000,970000,522000,292000
400288,PREMIER CHARTER HIGH SCHOOL,ARIZONA,AZ,2,5,1,1862000,259000,1372000,231000,1434000,684000,335000
400289,ROLLING HILLS CHARTER SCHOOL,ARIZONA,AZ,1,5,1,596000,116000,469000,11000,555000,254000,132000
400290,PAN-AMERICAN ELEMENTARY CHARTER,ARIZONA,AZ,1,5,1,1936000,417000,1501000,18000,1026000,559000,456000
400294,"AZTLAN ACADEMY, INC.",ARIZONA,AZ,3,5,1,888000,66000,754000,68000,667000,324000,248000
400295,KINGMAN UNIFIED SCHOOL DISTRICT 20,ARIZONA,AZ,3,5,1,48483000,6644000,21866000,19973000,42718000,26008000,16662000
400296,EL CENTRO FOR THE STUDY OF PRIMARY A,ARIZONA,AZ,1,5,1,1201000,214000,895000,92000,1119000,563000,285000
400297,SIERRA SUMMIT ACADEMY,ARIZONA,AZ,2,5,1,433000,14000,363000,56000,403000,200000,133000
400298,LEGACY SCHOOLS,ARIZONA,AZ,3,5,1,2662000,148000,2410000,104000,2412000,1130000,925000
400299,"VISIONS UNLIMITED ACADEMY, INC.",ARIZONA,AZ,1,5,1,506000,0,501000,5000,512000,307000,228000
400300,TWENTY FIRST CENTURY CHARTER SCHOOLS,ARIZONA,AZ,3,5,1,347000,139000,208000,0,160000,102000,84000
400303,"NORTH STAR CHARTER SCHOOL, INC.",ARIZONA,AZ,2,5,1,483000,0,480000,3000,436000,244000,108000
400304,"DOVE LEARNING, INC.",ARIZONA,AZ,3,5,1,2215000,238000,1970000,7000,2135000,1019000,553000
400310,CARDEN ELEMENTARY SCHOOL,ARIZONA,AZ,3,5,1,2717000,183000,2392000,142000,2024000,1329000,1032000
400311,"E-INSTITUTE CHARTER SCHOOLS, INC.",ARIZONA,AZ,2,5,1,1216000,11000,1195000,10000,588000,395000,221000
400312,IRA H. HAYES MEMORIAL APPLIED LEARNI,ARIZONA,AZ,2,5,1,1581000,649000,775000,157000,603000,293000,100000
400313,"NEW VISIONS ACADEMY, INC.",ARIZONA,AZ,3,5,1,725000,49000,674000,2000,536000,348000,190000
400314,DEVELOPING INNOVATIONS IN NAVAJO EDU,ARIZONA,AZ,2,5,1,307000,141000,166000,0,160000,134000,70000
400315,YAVAPAI ACCOMMODATION SCHOOL DISTRIC,ARIZONA,AZ,2,5,1,947000,12000,864000,71000,909000,76000,76000
400316,COBRE VALLEY INSTITUTE OF TECHNOLOGY,ARIZONA,AZ,5,5,1,654000,0,568000,86000,618000,114000,0
400317,KHALSA FAMILY SERVICES,ARIZONA,AZ,1,5,1,1621000,8000,1471000,142000,1336000,690000,527000
400318,APRENDER TUCSON,ARIZONA,AZ,1,5,1,2489000,497000,1888000,104000,2068000,992000,716000
400319,"TLC CHARTER SCHOOLS, INC,",ARIZONA,AZ,3,5,1,673000,107000,553000,13000,524000,346000,205000
400320,ACORN MONTESSORI CHARTER SCHOOL,ARIZONA,AZ,1,5,1,1572000,220000,1315000,37000,978000,584000,415000
400321,"PINNACLE EDUCATION-WMCB, INC.",ARIZONA,AZ,3,5,1,573000,13000,558000,2000,724000,131000,131000
400322,"DESERT ROSE ACADEMY,INC.",ARIZONA,AZ,2,5,1,1153000,123000,1030000,0,954000,600000,420000
400323,"CROWN CHARTER SCHOOL, INC",ARIZONA,AZ,1,5,1,1416000,211000,1158000,47000,1021000,427000,265000
400324,ARIZONA SCHOOL FOR INTEGRATED ACADEM,ARIZONA,AZ,2,5,1,2326000,133000,2192000,1000,1841000,643000,389000
400325,SUPERIOR SCHOOL,ARIZONA,AZ,3,5,1,850000,235000,611000,4000,558000,303000,141000
400326,SUCCESS SCHOOL,ARIZONA,AZ,3,5,1,3331000,285000,3008000,38000,2735000,1276000,862000
400327,POINTE EDUCATIONAL SERVICES,ARIZONA,AZ,3,5,1,6741000,69000,6349000,323000,5485000,2350000,1537000
400328,"CENTER FOR CREATIVE EDUCATION, INC",ARIZONA,AZ,1,5,1,499000,79000,383000,37000,422000,176000,121000
400329,PRIMAVERA TECHNICAL LEARNING CENTER,ARIZONA,AZ,2,5,1,3408000,182000,3226000,0,2651000,886000,303000
400330,"COMPASS HIGH SCHOOL, INC.",ARIZONA,AZ,2,5,1,1678000,0,1678000,0,1518000,767000,450000
400332,JAMES SANDOVAL PREPARATORY HIGH SCHO,ARIZONA,AZ,2,5,1,1411000,151000,1244000,16000,1207000,686000,475000
400334,WESTWIND MIDDLE SCHOOL ACADEMY,ARIZONA,AZ,1,5,1,607000,51000,556000,0,478000,274000,166000
